model,data_num,iter,side_effect,test_fold,auc,tn,fp,fn,tp,cutoff point
MLP,360,3,side_effect_3,2,0.6740272141322512,113,100,27,91,0.26
MLP,360,3,side_effect_3,3,0.6614752325329872,102,99,26,89,0.12
MLP,360,3,side_effect_3,4,0.6553148770222788,213,54,52,45,0.21
MLP,360,4,side_effect_3,0,0.6839890129363814,170,58,40,59,0.26
MLP,360,4,side_effect_3,1,0.6155787209398527,185,52,55,47,0.28
MLP,360,4,side_effect_3,2,0.64714621765507,106,91,30,93,0.15
MLP,360,4,side_effect_3,3,0.697504091653028,169,66,40,64,0.29
MLP,360,4,side_effect_3,4,0.6200516180266031,160,59,57,58,0.56
MLP,360,5,side_effect_3,0,0.624751718869366,135,52,60,80,0.14
MLP,360,5,side_effect_3,1,0.6117424242424242,153,71,47,52,0.46
MLP,360,5,side_effect_3,2,0.6841177852611795,148,78,35,78,0.23
MLP,360,5,side_effect_3,3,0.6191089837997055,175,49,55,42,0.42
MLP,360,5,side_effect_3,4,0.7159365874009178,172,83,29,65,0.51
MLP,360,6,side_effect_3,0,0.5701335686494726,214,19,82,25,0.72
MLP,360,6,side_effect_3,1,0.6599409033347403,153,77,38,65,0.17
MLP,360,6,side_effect_3,2,0.6113516113516113,104,127,25,74,0.27
MLP,360,6,side_effect_3,3,0.7670185810810811,153,32,52,76,0.57
MLP,360,6,side_effect_3,4,0.6876841015842688,179,58,46,60,0.2
MLP,360,7,side_effect_3,0,0.6543219362274298,150,40,65,72,0.74
MLP,360,7,side_effect_3,1,0.6558823529411765,137,101,25,65,0.21
MLP,360,7,side_effect_3,2,0.5318204868154158,56,176,15,87,0.06
MLP,360,7,side_effect_3,3,0.6608265174343522,114,116,23,78,0.22
MLP,360,7,side_effect_3,4,0.7118803351867804,171,55,39,74,0.45
MLP,360,8,side_effect_3,0,0.6323705952969424,200,38,73,46,0.47
MLP,360,8,side_effect_3,1,0.6423381462505822,152,74,41,54,0.31
MLP,360,8,side_effect_3,2,0.5918874847125968,152,71,56,54,0.3
MLP,360,8,side_effect_3,3,0.6928219563687543,154,49,48,64,0.26
MLP,360,8,side_effect_3,4,0.5966421305102968,106,120,26,81,0.27
MLP,360,9,side_effect_3,0,0.507338056680162,158,50,79,35,0.73
MLP,360,9,side_effect_3,1,0.680557834290402,123,89,32,83,0.19
MLP,360,9,side_effect_3,2,0.6559833024118737,148,97,31,57,0.47
MLP,360,9,side_effect_3,3,0.6196975425330812,158,72,56,59,0.63
MLP,360,9,side_effect_3,4,0.6560678325384208,140,81,42,69,0.21
RF,320,0,side_effect_3,0,0.7577697314539421,145,64,37,74,0.35
RF,320,0,side_effect_3,1,0.7169669669669669,166,56,40,74,0.33
RF,320,0,side_effect_3,2,0.7561599256159925,148,91,20,70,0.34
RF,320,0,side_effect_3,3,0.6999781468531467,146,62,43,67,0.33
RF,320,0,side_effect_3,4,0.7213894032189146,171,67,46,72,0.38
RF,320,1,side_effect_3,0,0.7107638610286448,174,32,61,60,0.4
RF,320,1,side_effect_3,1,0.7397745571658616,177,39,46,69,0.43
RF,320,1,side_effect_3,2,0.7872159090909091,181,43,38,72,0.37
RF,320,1,side_effect_3,3,0.6986105597459309,179,50,50,60,0.43
RF,320,1,side_effect_3,4,0.7229932751466591,171,70,33,54,0.31
RF,320,2,side_effect_3,0,0.6747286079182631,198,34,62,46,0.47
RF,320,2,side_effect_3,1,0.7278478260869565,173,57,35,65,0.39
RF,320,2,side_effect_3,2,0.7573038073038072,180,40,48,69,0.38
RF,320,2,side_effect_3,3,0.7865013774104683,176,44,33,66,0.35
RF,320,2,side_effect_3,4,0.6984017906227912,151,63,43,76,0.35
RF,320,3,side_effect_3,0,0.7865790607496767,167,44,35,75,0.37
RF,320,3,side_effect_3,1,0.6979166666666665,181,43,47,52,0.38
RF,320,3,side_effect_3,2,0.718032723325062,137,71,40,84,0.37
RF,320,3,side_effect_3,3,0.7807924376508448,163,63,33,77,0.36
RF,320,3,side_effect_3,4,0.7446963562753035,208,39,41,59,0.43
RF,320,4,side_effect_3,0,0.781144781144781,205,47,40,59,0.37
RF,320,4,side_effect_3,1,0.7320103945192533,165,84,25,60,0.34
RF,320,4,side_effect_3,2,0.7122597578528491,148,38,60,67,0.36
RF,320,4,side_effect_3,3,0.733604731235063,174,37,50,67,0.42
RF,320,4,side_effect_3,4,0.7291384124451536,173,45,49,66,0.38
RF,320,5,side_effect_3,0,0.7557422969187675,194,61,29,62,0.4
RF,320,5,side_effect_3,1,0.6964101904271746,133,68,43,73,0.32
RF,320,5,side_effect_3,2,0.7411594761171032,175,45,47,71,0.42
RF,320,5,side_effect_3,3,0.7415338216286084,151,60,34,76,0.31
RF,320,5,side_effect_3,4,0.6845584667637069,174,55,45,63,0.36
RF,320,6,side_effect_3,0,0.7238213520358465,203,33,42,45,0.39
RF,320,6,side_effect_3,1,0.7279998494429388,164,52,49,74,0.37
RF,320,6,side_effect_3,2,0.7373545572074984,161,47,45,74,0.33
RF,320,6,side_effect_3,3,0.729100529100529,169,47,45,60,0.39
RF,320,6,side_effect_3,4,0.75743501529052,214,26,52,57,0.43
RF,320,7,side_effect_3,0,0.7637635756056809,193,35,45,60,0.39
RF,320,7,side_effect_3,1,0.7504017857142857,195,29,43,57,0.38
RF,320,7,side_effect_3,2,0.735168426344897,151,53,44,73,0.42
RF,320,7,side_effect_3,3,0.7264375,207,43,47,49,0.41
RF,320,7,side_effect_3,4,0.7155619047619048,189,21,68,57,0.55
RF,320,8,side_effect_3,0,0.6988150592470377,178,48,57,61,0.42
RF,320,8,side_effect_3,1,0.7760381539647365,170,24,46,61,0.4
RF,320,8,side_effect_3,2,0.738058743112805,159,80,30,71,0.33
RF,320,8,side_effect_3,3,0.7103120759837177,147,54,47,74,0.35
RF,320,8,side_effect_3,4,0.7234293619791665,210,46,46,50,0.42
RF,320,9,side_effect_3,0,0.7530752212389381,187,39,44,56,0.4
RF,320,9,side_effect_3,1,0.7500108672027819,197,18,59,48,0.47
RF,320,9,side_effect_3,2,0.7468985195600033,134,92,20,87,0.26
RF,320,9,side_effect_3,3,0.7331049876847291,184,19,67,61,0.46
RF,320,9,side_effect_3,4,0.6985631489978266,203,43,42,59,0.37
LR,320,0,side_effect_3,0,0.7467590341921893,147,95,21,81,0.25
LR,320,0,side_effect_3,1,0.7388512165935381,172,46,47,68,0.36
LR,320,0,side_effect_3,2,0.7832244008714598,140,64,23,85,0.32
LR,320,0,side_effect_3,3,0.73200498132005,177,42,49,61,0.51
LR,320,0,side_effect_3,4,0.6584803687807981,169,64,48,60,0.35
LR,320,1,side_effect_3,0,0.6931501230516817,175,37,56,59,0.4
LR,320,1,side_effect_3,1,0.7152416942213824,193,26,61,55,0.49
LR,320,1,side_effect_3,2,0.6916462484397393,148,75,34,63,0.26
LR,320,1,side_effect_3,3,0.7830701754385966,169,59,28,72,0.37
LR,320,1,side_effect_3,4,0.686510590858417,161,73,42,73,0.39
LR,320,2,side_effect_3,0,0.6735854539416332,106,115,23,86,0.18
LR,320,2,side_effect_3,1,0.7574397732640528,184,35,47,69,0.42
LR,320,2,side_effect_3,2,0.7032163742690059,190,32,58,56,0.38
LR,320,2,side_effect_3,3,0.7026802984249793,182,49,41,53,0.43
LR,320,2,side_effect_3,4,0.78263350998777,153,70,26,84,0.29
LR,320,3,side_effect_3,0,0.7162095010932221,177,57,34,52,0.34
LR,320,3,side_effect_3,1,0.7537636130685459,184,39,46,66,0.36
LR,320,3,side_effect_3,2,0.6954194495760504,157,70,33,60,0.27
LR,320,3,side_effect_3,3,0.7144336569579288,180,45,48,55,0.46
LR,320,3,side_effect_3,4,0.7043089193658204,163,44,68,81,0.38
LR,320,4,side_effect_3,0,0.7408888140728894,134,84,24,85,0.28
LR,320,4,side_effect_3,1,0.6948717948717948,204,36,44,47,0.4
LR,320,4,side_effect_3,2,0.7218498907690598,193,46,51,62,0.38
LR,320,4,side_effect_3,3,0.7301968968333181,137,69,30,77,0.25
LR,320,4,side_effect_3,4,0.7187297225084927,186,27,64,59,0.52
LR,320,5,side_effect_3,0,0.7099824449409511,150,91,30,74,0.37
LR,320,5,side_effect_3,1,0.7588961510530137,157,47,40,68,0.38
LR,320,5,side_effect_3,2,0.6986525669452499,158,47,63,80,0.4
LR,320,5,side_effect_3,3,0.6709653982381255,173,69,39,52,0.43
LR,320,5,side_effect_3,4,0.7559370397643593,156,68,27,70,0.42
LR,320,6,side_effect_3,0,0.7050557194362503,160,56,44,69,0.39
LR,320,6,side_effect_3,1,0.6742412688729602,213,24,48,35,0.43
LR,320,6,side_effect_3,2,0.740174672489083,139,90,28,86,0.35
LR,320,6,side_effect_3,3,0.726004084411164,186,40,43,61,0.44
LR,320,6,side_effect_3,4,0.7396765056648777,126,82,29,100,0.21
LR,320,7,side_effect_3,0,0.7417406424453189,173,50,33,65,0.35
LR,320,7,side_effect_3,1,0.7155032467532467,175,49,43,56,0.43
LR,320,7,side_effect_3,2,0.6756700688739523,185,21,63,54,0.55
LR,320,7,side_effect_3,3,0.7337606837606838,193,41,49,61,0.41
LR,320,7,side_effect_3,4,0.7252577887050016,151,78,31,88,0.25
LR,320,8,side_effect_3,0,0.7471218737594284,193,36,44,55,0.47
LR,320,8,side_effect_3,1,0.7164570230607965,183,33,52,54,0.43
LR,320,8,side_effect_3,2,0.6401166902404525,161,63,51,50,0.33
LR,320,8,side_effect_3,3,0.7378640776699028,150,56,41,87,0.29
LR,320,8,side_effect_3,4,0.7243138299897217,133,108,25,84,0.26
LR,320,9,side_effect_3,0,0.7072767857142856,182,42,48,52,0.4
LR,320,9,side_effect_3,1,0.7246332046332047,133,52,51,89,0.35
LR,320,9,side_effect_3,2,0.7137125220458554,190,62,34,56,0.35
LR,320,9,side_effect_3,3,0.7339619600257898,149,39,53,79,0.38
LR,320,9,side_effect_3,4,0.6962593054977574,203,64,35,46,0.35
Adaboost,320,0,side_effect_3,0,0.7076239669421487,181,39,58,52,0.5
Adaboost,320,0,side_effect_3,1,0.6497459743391026,188,49,50,48,0.5
Adaboost,320,0,side_effect_3,2,0.6741011705685619,169,39,61,54,0.5
Adaboost,320,0,side_effect_3,3,0.7079231692677072,187,51,51,54,0.5
Adaboost,320,0,side_effect_3,4,0.6722188201673811,170,43,60,55,0.5
Adaboost,320,1,side_effect_3,0,0.6940848615605897,174,42,51,52,0.5
Adaboost,320,1,side_effect_3,1,0.620218253968254,171,54,63,49,0.5
Adaboost,320,1,side_effect_3,2,0.6926605504587156,136,82,34,68,0.49
Adaboost,320,1,side_effect_3,3,0.6184444444444445,175,50,49,51,0.5
Adaboost,320,1,side_effect_3,4,0.6632286535303776,137,95,50,76,0.49
Adaboost,320,2,side_effect_3,0,0.6692214602662364,192,9,81,30,0.51
Adaboost,320,2,side_effect_3,1,0.6301584681413007,124,109,35,69,0.49
Adaboost,320,2,side_effect_3,2,0.6177611696479621,155,76,49,57,0.49
Adaboost,320,2,side_effect_3,3,0.6279619754231394,131,96,36,59,0.49
Adaboost,320,2,side_effect_3,4,0.7173790776152981,188,36,63,64,0.5
Adaboost,320,3,side_effect_3,0,0.6483530961791831,147,83,41,58,0.49
Adaboost,320,3,side_effect_3,1,0.7118138936535162,128,92,26,80,0.49
Adaboost,320,3,side_effect_3,2,0.65000785792865,128,74,51,75,0.49
Adaboost,320,3,side_effect_3,3,0.7146082337317398,198,53,40,50,0.5
Adaboost,320,3,side_effect_3,4,0.7330870468713924,141,72,36,86,0.49
Adaboost,320,4,side_effect_3,0,0.6088039108187135,125,103,33,63,0.49
Adaboost,320,4,side_effect_3,1,0.6439063120285828,128,101,39,71,0.49
Adaboost,320,4,side_effect_3,2,0.6737140034951752,169,45,71,52,0.5
Adaboost,320,4,side_effect_3,3,0.6461628324946082,118,96,35,69,0.49
Adaboost,320,4,side_effect_3,4,0.6452380952380952,188,43,63,47,0.5
Adaboost,320,5,side_effect_3,0,0.6601494198060722,142,91,37,71,0.49
Adaboost,320,5,side_effect_3,1,0.6554621848739496,173,44,66,53,0.5
Adaboost,320,5,side_effect_3,2,0.7994552563370383,177,44,33,70,0.5
Adaboost,320,5,side_effect_3,3,0.7391448733914486,178,41,52,58,0.5
Adaboost,320,5,side_effect_3,4,0.5894836326144858,175,51,65,38,0.5
Adaboost,320,6,side_effect_3,0,0.7026880505985995,204,29,49,46,0.5
Adaboost,320,6,side_effect_3,1,0.667762633508688,118,86,43,80,0.49
Adaboost,320,6,side_effect_3,2,0.6338474788600064,168,38,76,48,0.5
Adaboost,320,6,side_effect_3,3,0.678278490784522,146,95,30,56,0.49
Adaboost,320,6,side_effect_3,4,0.6568590704647675,201,31,69,46,0.51
Adaboost,320,7,side_effect_3,0,0.6672778925619834,185,57,43,37,0.5
Adaboost,320,7,side_effect_3,1,0.6870680286894153,134,81,38,69,0.49
Adaboost,320,7,side_effect_3,2,0.638136288998358,184,48,61,44,0.5
Adaboost,320,7,side_effect_3,3,0.645523403483309,103,109,28,76,0.49
Adaboost,320,7,side_effect_3,4,0.6426514791963297,140,75,63,84,0.49
Adaboost,320,8,side_effect_3,0,0.724013024013024,153,81,31,74,0.49
Adaboost,320,8,side_effect_3,1,0.6525209419946263,150,72,51,63,0.5
Adaboost,320,8,side_effect_3,2,0.7065685570710696,131,68,42,84,0.49
Adaboost,320,8,side_effect_3,3,0.6287677304964538,175,41,59,35,0.5
Adaboost,320,8,side_effect_3,4,0.6019427001569859,143,102,44,60,0.49
Adaboost,320,9,side_effect_3,0,0.5992892976588629,128,102,44,60,0.49
Adaboost,320,9,side_effect_3,1,0.6313679245283019,145,75,46,60,0.49
Adaboost,320,9,side_effect_3,2,0.7150109611168802,155,88,30,77,0.49
Adaboost,320,9,side_effect_3,3,0.7631110095934217,169,30,47,63,0.5
Adaboost,320,9,side_effect_3,4,0.7241379310344829,128,96,29,87,0.49
MLP,320,0,side_effect_3,0,0.6657358490566037,109,103,29,96,0.13
MLP,320,0,side_effect_3,1,0.5069264069264069,199,32,70,20,0.7
MLP,320,0,side_effect_3,2,0.637826420890937,99,111,29,95,0.16
MLP,320,0,side_effect_3,3,0.6288541390582207,131,100,30,68,0.23
MLP,320,0,side_effect_3,4,0.5808392973324659,135,97,41,65,0.36
MLP,320,1,side_effect_3,0,0.6472331154684097,112,113,25,77,0.11
MLP,320,1,side_effect_3,1,0.6152787030868311,227,10,71,24,0.6
MLP,320,1,side_effect_3,2,0.6051735874744726,146,62,58,55,0.32
MLP,320,1,side_effect_3,3,0.6220238095238095,155,67,54,58,0.5
MLP,320,1,side_effect_3,4,0.6278778040141677,168,56,65,56,0.27
MLP,320,2,side_effect_3,0,0.6181472952773401,136,87,43,68,0.6
MLP,320,2,side_effect_3,1,0.667162276975361,188,32,62,45,0.37
MLP,320,2,side_effect_3,2,0.7033933808127357,145,72,39,82,0.46
MLP,320,2,side_effect_3,3,0.6588388780169602,122,97,30,75,0.55
MLP,320,2,side_effect_3,4,0.5873502962110557,191,46,63,36,0.62
MLP,320,3,side_effect_3,0,0.5835755813953488,129,86,41,55,0.27
MLP,320,3,side_effect_3,1,0.6105802308691997,142,64,64,63,0.54
MLP,320,3,side_effect_3,2,0.61092,200,50,55,45,0.3
MLP,320,3,side_effect_3,3,0.6514520902700701,151,61,42,60,0.26
MLP,320,3,side_effect_3,4,0.6470502655124755,141,92,38,80,0.31
MLP,320,4,side_effect_3,0,0.5670999551770506,112,118,32,65,0.09
MLP,320,4,side_effect_3,1,0.6770674397314618,171,55,53,63,0.48
MLP,320,4,side_effect_3,2,0.6285273368606702,156,60,60,66,0.28
MLP,320,4,side_effect_3,3,0.6953052267588775,159,60,42,61,0.34
MLP,320,4,side_effect_3,4,0.6486248624862487,172,53,48,53,0.35
MLP,320,5,side_effect_3,0,0.6166540372147848,164,50,60,51,0.38
MLP,320,5,side_effect_3,1,0.6411260932944606,128,96,32,66,0.22
MLP,320,5,side_effect_3,2,0.6391601970114367,168,74,43,56,0.29
MLP,320,5,side_effect_3,3,0.6834391995682318,136,81,36,75,0.3
MLP,320,5,side_effect_3,4,0.6658933569008691,166,53,49,75,0.34
MLP,320,6,side_effect_3,0,0.630715621281659,143,79,41,65,0.18
MLP,320,6,side_effect_3,1,0.6547906976744186,116,99,23,77,0.13
MLP,320,6,side_effect_3,2,0.6497802149976063,173,34,64,47,0.52
MLP,320,6,side_effect_3,3,0.6084251207729469,154,71,57,58,0.33
MLP,320,6,side_effect_3,4,0.6276033118138381,129,118,31,80,0.26
MLP,320,7,side_effect_3,0,0.7168843484632959,189,20,62,49,0.61
MLP,320,7,side_effect_3,1,0.6505323868677906,135,95,33,65,0.37
MLP,320,7,side_effect_3,2,0.5383339006126616,182,44,72,32,0.69
MLP,320,7,side_effect_3,3,0.5474719743765728,167,68,51,42,0.54
MLP,320,7,side_effect_3,4,0.7212084347120844,179,37,66,71,0.3
MLP,320,8,side_effect_3,0,0.5730295566502464,151,59,67,49,0.71
MLP,320,8,side_effect_3,1,0.6488942073305854,142,65,45,64,0.16
MLP,320,8,side_effect_3,2,0.6389156019599762,138,113,28,59,0.08
MLP,320,8,side_effect_3,3,0.7290253344065003,163,60,42,75,0.25
MLP,320,8,side_effect_3,4,0.6334113060428849,152,73,47,67,0.46
MLP,320,9,side_effect_3,0,0.6415128730918205,129,80,39,66,0.27
MLP,320,9,side_effect_3,1,0.6018719059405941,116,86,46,82,0.1
MLP,320,9,side_effect_3,2,0.672152929578672,144,87,32,69,0.27
MLP,320,9,side_effect_3,3,0.6963992363361896,166,57,40,61,0.36
MLP,320,9,side_effect_3,4,0.6956986867345433,186,65,43,65,0.4
RF,280,0,side_effect_3,0,0.7780151024811219,174,51,34,69,0.36
RF,280,0,side_effect_3,1,0.690346304602578,183,36,59,54,0.44
RF,280,0,side_effect_3,2,0.7746615087040619,184,51,36,63,0.37
RF,280,0,side_effect_3,3,0.7187689164648909,173,63,41,71,0.33
RF,280,0,side_effect_3,4,0.7264968262137588,173,28,60,56,0.42
RF,280,1,side_effect_3,0,0.7340984284532672,148,47,44,80,0.32
RF,280,1,side_effect_3,1,0.7316919191919193,174,42,49,61,0.37
RF,280,1,side_effect_3,2,0.6212318087318087,189,33,69,35,0.45
RF,280,1,side_effect_3,3,0.7658599624060152,167,61,35,77,0.29
RF,280,1,side_effect_3,4,0.7352308665401646,152,103,21,72,0.26
RF,280,2,side_effect_3,0,0.7528161653698758,180,57,38,71,0.36
RF,280,2,side_effect_3,1,0.7298564434486765,172,62,37,66,0.34
RF,280,2,side_effect_3,2,0.7317824221233313,146,62,41,80,0.31
RF,280,2,side_effect_3,3,0.704632532218739,123,75,37,79,0.32
RF,280,2,side_effect_3,4,0.7299697320395264,220,19,50,44,0.45
RF,280,3,side_effect_3,0,0.7692126355492692,217,14,54,47,0.63
RF,280,3,side_effect_3,1,0.7341229041442583,129,89,28,88,0.31
RF,280,3,side_effect_3,2,0.7300884955752212,192,34,52,58,0.41
RF,280,3,side_effect_3,3,0.7255947314188431,168,53,43,58,0.35
RF,280,3,side_effect_3,4,0.6956521739130435,108,112,22,93,0.21
RF,280,4,side_effect_3,0,0.7034337402300869,175,18,67,51,0.46
RF,280,4,side_effect_3,1,0.6824977817213841,153,77,36,62,0.35
RF,280,4,side_effect_3,2,0.7803130999852311,139,83,23,99,0.33
RF,280,4,side_effect_3,3,0.7353649121213497,183,44,42,55,0.43
RF,280,4,side_effect_3,4,0.7504363995142684,181,63,36,72,0.42
RF,280,5,side_effect_3,0,0.7121871169283087,186,23,65,56,0.47
RF,280,5,side_effect_3,1,0.6541356988731718,164,51,49,48,0.4
RF,280,5,side_effect_3,2,0.7221198156682028,175,42,51,59,0.38
RF,280,5,side_effect_3,3,0.7504819988195948,183,38,46,69,0.4
RF,280,5,side_effect_3,4,0.7626181102362204,165,89,24,76,0.3
RF,280,6,side_effect_3,0,0.8103317102860621,177,35,41,83,0.39
RF,280,6,side_effect_3,1,0.6975079414791285,170,47,48,55,0.36
RF,280,6,side_effect_3,2,0.7190658692722371,143,81,32,74,0.27
RF,280,6,side_effect_3,3,0.7228472915343436,167,47,46,57,0.39
RF,280,6,side_effect_3,4,0.7441917201516346,211,38,43,64,0.34
RF,280,7,side_effect_3,0,0.7224835953943296,173,24,60,63,0.43
RF,280,7,side_effect_3,1,0.7343180389692017,184,31,57,54,0.43
RF,280,7,side_effect_3,2,0.7212997903563941,168,57,36,70,0.35
RF,280,7,side_effect_3,3,0.7617731958762887,183,67,33,64,0.37
RF,280,7,side_effect_3,4,0.742831836532916,173,56,33,73,0.38
RF,280,8,side_effect_3,0,0.7397465959109794,169,50,40,71,0.38
RF,280,8,side_effect_3,1,0.7721467098166128,159,66,30,73,0.32
RF,280,8,side_effect_3,2,0.7065976182871744,198,19,60,41,0.47
RF,280,8,side_effect_3,3,0.6921722754441988,167,40,57,61,0.36
RF,280,8,side_effect_3,4,0.7313782991202347,179,69,41,69,0.34
RF,280,9,side_effect_3,0,0.7327977583883096,201,21,59,68,0.39
RF,280,9,side_effect_3,1,0.7340832312432712,178,41,50,73,0.4
RF,280,9,side_effect_3,2,0.734053497942387,150,66,32,67,0.29
RF,280,9,side_effect_3,3,0.7141889074228525,145,73,31,57,0.34
RF,280,9,side_effect_3,4,0.6077076646050262,187,54,56,50,0.38
LR,280,0,side_effect_3,0,0.7160076743410076,156,60,41,70,0.31
LR,280,0,side_effect_3,1,0.6593472317156527,172,37,61,51,0.48
LR,280,0,side_effect_3,2,0.7831476481995512,177,44,36,83,0.46
LR,280,0,side_effect_3,3,0.6889817422109183,142,76,33,68,0.3
LR,280,0,side_effect_3,4,0.7022222222222222,171,81,36,64,0.36
LR,280,1,side_effect_3,0,0.7265663629299993,179,63,41,76,0.39
LR,280,1,side_effect_3,1,0.6505376344086022,149,68,42,54,0.32
LR,280,1,side_effect_3,2,0.7345572157434402,210,14,56,42,0.55
LR,280,1,side_effect_3,3,0.6668735518040383,129,83,35,79,0.33
LR,280,1,side_effect_3,4,0.7798910959429405,178,43,37,81,0.48
LR,280,2,side_effect_3,0,0.7158798283261802,203,30,48,42,0.47
LR,280,2,side_effect_3,1,0.6649735879723689,183,31,64,51,0.46
LR,280,2,side_effect_3,2,0.7486904761904762,169,56,41,71,0.39
LR,280,2,side_effect_3,3,0.6272540335336919,139,79,48,68,0.3
LR,280,2,side_effect_3,4,0.7257441673370877,168,58,41,69,0.41
LR,280,3,side_effect_3,0,0.70296624057686,170,46,50,63,0.4
LR,280,3,side_effect_3,1,0.776352345154437,151,60,34,82,0.33
LR,280,3,side_effect_3,2,0.7322362869198312,192,45,41,59,0.37
LR,280,3,side_effect_3,3,0.6959689554130039,143,64,43,79,0.34
LR,280,3,side_effect_3,4,0.6638420585625555,193,52,48,44,0.4
LR,280,4,side_effect_3,0,0.713543984572022,150,64,40,86,0.31
LR,280,4,side_effect_3,1,0.7683749941814457,154,77,23,70,0.3
LR,280,4,side_effect_3,2,0.6825490859851049,168,43,54,58,0.39
LR,280,4,side_effect_3,3,0.683185520361991,160,61,51,74,0.4
LR,280,4,side_effect_3,4,0.6747463088539413,190,49,45,42,0.41
LR,280,5,side_effect_3,0,0.7125271857329274,165,44,43,67,0.39
LR,280,5,side_effect_3,1,0.7095856524427953,162,69,38,67,0.32
LR,280,5,side_effect_3,2,0.7081665640394088,191,33,62,54,0.5
LR,280,5,side_effect_3,3,0.7137274465785317,158,53,47,67,0.37
LR,280,5,side_effect_3,4,0.7662376153781015,181,60,31,67,0.32
LR,280,6,side_effect_3,0,0.6969587835134053,171,39,53,66,0.46
LR,280,6,side_effect_3,1,0.7234604368063013,155,73,34,64,0.32
LR,280,6,side_effect_3,2,0.7482306532080287,147,74,27,90,0.35
LR,280,6,side_effect_3,3,0.6685968043885236,154,69,40,63,0.41
LR,280,6,side_effect_3,4,0.7091194968553459,183,51,51,55,0.43
LR,280,7,side_effect_3,0,0.7513511365442695,144,89,20,88,0.29
LR,280,7,side_effect_3,1,0.721122112211221,121,95,21,80,0.22
LR,280,7,side_effect_3,2,0.6811723634001785,172,46,52,61,0.35
LR,280,7,side_effect_3,3,0.7112870789341379,157,64,37,71,0.37
LR,280,7,side_effect_3,4,0.7352507374631269,149,79,28,85,0.3
LR,280,8,side_effect_3,0,0.7167632383711572,128,90,26,88,0.27
LR,280,8,side_effect_3,1,0.6814399251986909,164,66,34,59,0.3
LR,280,8,side_effect_3,2,0.711389183457052,136,69,37,78,0.29
LR,280,8,side_effect_3,3,0.7342089310971914,190,55,42,59,0.44
LR,280,8,side_effect_3,4,0.7024847094801223,166,52,50,70,0.39
LR,280,9,side_effect_3,0,0.6953781512605043,175,46,52,60,0.41
LR,280,9,side_effect_3,1,0.7313574570171931,157,87,20,62,0.26
LR,280,9,side_effect_3,2,0.7002648129758359,175,37,52,62,0.46
LR,280,9,side_effect_3,3,0.7809332847247538,155,56,35,95,0.29
LR,280,9,side_effect_3,4,0.7246031746031747,144,84,29,76,0.31
Adaboost,280,0,side_effect_3,0,0.7240233855965985,146,67,32,74,0.49
Adaboost,280,0,side_effect_3,1,0.6149894411955814,164,52,70,44,0.5
Adaboost,280,0,side_effect_3,2,0.7017772511848341,128,83,28,72,0.49
Adaboost,280,0,side_effect_3,3,0.6832242606301184,205,34,65,52,0.5
Adaboost,280,0,side_effect_3,4,0.6236167502587373,197,40,65,41,0.5
Adaboost,280,1,side_effect_3,0,0.7835333356256232,148,81,26,101,0.49
Adaboost,280,1,side_effect_3,1,0.6543724201192479,149,62,60,64,0.5
Adaboost,280,1,side_effect_3,2,0.6241283124128313,187,52,47,34,0.5
Adaboost,280,1,side_effect_3,3,0.6268547352995053,123,89,39,64,0.49
Adaboost,280,1,side_effect_3,4,0.6548148148148147,196,29,71,37,0.5
Adaboost,280,2,side_effect_3,0,0.616699995918867,126,103,41,66,0.49
Adaboost,280,2,side_effect_3,1,0.6289136999364273,118,90,42,79,0.49
Adaboost,280,2,side_effect_3,2,0.6789162254749299,202,45,47,44,0.5
Adaboost,280,2,side_effect_3,3,0.6257602862254026,122,93,37,67,0.49
Adaboost,280,2,side_effect_3,4,0.7434715821812596,175,42,55,65,0.5
Adaboost,280,3,side_effect_3,0,0.7465048799788975,165,58,33,69,0.49
Adaboost,280,3,side_effect_3,1,0.7060041407867494,143,87,35,70,0.49
Adaboost,280,3,side_effect_3,2,0.6253183361629882,109,119,41,83,0.49
Adaboost,280,3,side_effect_3,3,0.6881188118811881,161,42,52,49,0.5
Adaboost,280,3,side_effect_3,4,0.6305529667598633,188,44,66,45,0.5
Adaboost,280,4,side_effect_3,0,0.6256233218258535,199,38,58,41,0.5
Adaboost,280,4,side_effect_3,1,0.6538934426229509,136,108,34,66,0.49
Adaboost,280,4,side_effect_3,2,0.7461451836451836,168,40,48,63,0.5
Adaboost,280,4,side_effect_3,3,0.6968500443655723,128,68,41,74,0.49
Adaboost,280,4,side_effect_3,4,0.7241176902193851,155,76,41,77,0.49
Adaboost,280,5,side_effect_3,0,0.6160018552875697,119,126,26,62,0.49
Adaboost,280,5,side_effect_3,1,0.682593940586268,175,46,45,47,0.5
Adaboost,280,5,side_effect_3,2,0.6679545720641611,134,85,43,74,0.49
Adaboost,280,5,side_effect_3,3,0.6232853482062104,121,93,41,83,0.49
Adaboost,280,5,side_effect_3,4,0.6757573468308529,124,93,43,79,0.49
Adaboost,280,6,side_effect_3,0,0.7212770562770563,190,30,56,49,0.5
Adaboost,280,6,side_effect_3,1,0.6803459119496855,129,81,34,72,0.49
Adaboost,280,6,side_effect_3,2,0.6690667968432186,196,45,59,43,0.5
Adaboost,280,6,side_effect_3,3,0.6805211877513146,201,11,86,36,0.52
Adaboost,280,6,side_effect_3,4,0.730964870449849,132,101,23,85,0.49
Adaboost,280,7,side_effect_3,0,0.6913656116939555,155,54,47,62,0.5
