model,data_num,iter,side_effect,test_fold,auc,tn,fp,fn,tp,cutoff point
MLP,400,6,side_effect_3,1,0.6771059216013344,186,34,63,46,0.43
MLP,400,6,side_effect_3,2,0.5730341604898486,137,95,44,63,0.28
MLP,400,6,side_effect_3,3,0.6132075471698113,123,95,40,66,0.14
MLP,400,6,side_effect_3,4,0.5759004966818315,187,60,53,44,0.41
MLP,400,7,side_effect_3,0,0.6676635514018692,140,85,34,73,0.18
MLP,400,7,side_effect_3,1,0.6254649846352903,153,76,48,60,0.28
MLP,400,7,side_effect_3,2,0.5976311171768376,196,27,65,27,0.51
MLP,400,7,side_effect_3,3,0.6221243709561466,186,28,65,39,0.65
MLP,400,7,side_effect_3,4,0.7004713804713805,170,55,51,81,0.28
MLP,400,8,side_effect_3,0,0.5663139329805996,144,66,56,52,0.31
MLP,400,8,side_effect_3,1,0.6248448746587242,165,72,47,55,0.45
MLP,400,8,side_effect_3,2,0.656886376859779,132,95,36,70,0.31
MLP,400,8,side_effect_3,3,0.6362375138734738,182,30,76,43,0.75
MLP,400,8,side_effect_3,4,0.7169887278582932,166,64,39,69,0.45
MLP,400,9,side_effect_3,0,0.5497021276595744,111,77,57,68,0.26
MLP,400,9,side_effect_3,1,0.6427200667501043,209,26,66,36,0.62
MLP,400,9,side_effect_3,2,0.6557304277643261,147,89,37,68,0.15
MLP,400,9,side_effect_3,3,0.6725921874287797,118,95,29,74,0.11
MLP,400,9,side_effect_3,4,0.6760018214936248,193,51,51,57,0.49
RF,360,0,side_effect_3,0,0.706478188448206,183,46,43,54,0.41
RF,360,0,side_effect_3,1,0.7496135265700483,188,42,35,55,0.31
RF,360,0,side_effect_3,2,0.7647975077881619,142,72,29,79,0.33
RF,360,0,side_effect_3,3,0.7528472645922311,157,41,60,89,0.39
RF,360,0,side_effect_3,4,0.7349000206143064,190,55,38,61,0.33
RF,360,1,side_effect_3,0,0.7214178624973229,165,38,52,63,0.39
RF,360,1,side_effect_3,1,0.6790709290709291,210,21,47,31,0.47
RF,360,1,side_effect_3,2,0.8192965351732413,180,56,28,85,0.36
RF,360,1,side_effect_3,3,0.7817530569393552,172,55,32,75,0.35
RF,360,1,side_effect_3,4,0.6857920618194592,188,31,72,58,0.44
RF,360,2,side_effect_3,0,0.7640308370044052,176,51,39,61,0.35
RF,360,2,side_effect_3,1,0.7646990740740741,207,18,48,48,0.48
RF,360,2,side_effect_3,2,0.7340620700198746,182,29,56,68,0.36
RF,360,2,side_effect_3,3,0.7181726781450296,167,52,46,63,0.37
RF,360,2,side_effect_3,4,0.6908082171240066,190,44,58,56,0.42
RF,360,3,side_effect_3,0,0.7244157071661798,209,44,43,49,0.41
RF,360,3,side_effect_3,1,0.7012486772486772,162,13,73,62,0.48
RF,360,3,side_effect_3,2,0.7784283513097073,188,48,40,70,0.39
RF,360,3,side_effect_3,3,0.725218080888184,171,63,31,66,0.32
RF,360,3,side_effect_3,4,0.6781836545745308,117,101,27,82,0.25
RF,360,4,side_effect_3,0,0.7011775362318841,182,48,47,49,0.32
RF,360,4,side_effect_3,1,0.7440684635058037,183,38,50,65,0.38
RF,360,4,side_effect_3,2,0.7368232416933715,187,55,38,60,0.34
RF,360,4,side_effect_3,3,0.7072288024064673,127,70,27,81,0.35
RF,360,4,side_effect_3,4,0.7906833824975418,201,25,52,74,0.42
RF,360,5,side_effect_3,0,0.8028455284552845,192,13,55,71,0.45
RF,360,5,side_effect_3,1,0.6996387339982723,138,76,37,82,0.3
RF,360,5,side_effect_3,2,0.714804508795925,161,72,32,59,0.29
RF,360,5,side_effect_3,3,0.7194196428571428,143,81,29,71,0.29
RF,360,5,side_effect_3,4,0.6765576323987539,197,43,59,48,0.36
RF,360,6,side_effect_3,0,0.7465716486902927,148,72,28,90,0.35
RF,360,6,side_effect_3,1,0.7574551131928182,145,65,36,86,0.31
RF,360,6,side_effect_3,2,0.744753276003276,179,43,37,51,0.4
RF,360,6,side_effect_3,3,0.6811446317657497,173,57,49,49,0.38
RF,360,6,side_effect_3,4,0.7418730367448316,196,38,55,62,0.44
RF,360,7,side_effect_3,0,0.7448401826484018,191,28,47,53,0.42
RF,360,7,side_effect_3,1,0.7846487191287006,200,46,38,68,0.39
RF,360,7,side_effect_3,2,0.7629960145555363,150,49,43,73,0.37
RF,360,7,side_effect_3,3,0.7803953658641629,180,37,42,65,0.34
RF,360,7,side_effect_3,4,0.6918253079507279,141,94,33,81,0.28
RF,360,8,side_effect_3,0,0.7599712330897216,154,64,32,86,0.35
RF,360,8,side_effect_3,1,0.7490399906908187,160,43,48,79,0.32
RF,360,8,side_effect_3,2,0.6802357456140351,181,47,49,47,0.35
RF,360,8,side_effect_3,3,0.7964834556278556,208,25,42,51,0.4
RF,360,8,side_effect_3,4,0.6738218458401944,202,32,65,44,0.46
RF,360,9,side_effect_3,0,0.7509841597150624,140,87,21,73,0.26
RF,360,9,side_effect_3,1,0.7115285399371511,170,37,52,51,0.43
RF,360,9,side_effect_3,2,0.7100779444596765,177,34,53,68,0.42
RF,360,9,side_effect_3,3,0.8143952156334233,181,43,29,77,0.35
RF,360,9,side_effect_3,4,0.7450413363726057,202,45,54,65,0.34
LR,360,0,side_effect_3,0,0.7173471145564168,182,43,58,71,0.41
LR,360,0,side_effect_3,1,0.6786685419596812,206,31,50,40,0.49
LR,360,0,side_effect_3,2,0.7334126158267678,162,55,31,62,0.34
LR,360,0,side_effect_3,3,0.790451320457233,182,54,25,61,0.34
LR,360,0,side_effect_3,4,0.7464745239320636,162,39,60,85,0.37
LR,360,1,side_effect_3,0,0.7241319893167917,193,26,56,50,0.62
LR,360,1,side_effect_3,1,0.6905627705627706,165,66,34,66,0.33
LR,360,1,side_effect_3,2,0.729097234938656,175,40,55,72,0.46
LR,360,1,side_effect_3,3,0.7932518115942029,166,64,19,77,0.28
LR,360,1,side_effect_3,4,0.6748432166388824,150,71,44,70,0.35
LR,360,2,side_effect_3,0,0.7047034589305639,139,52,45,77,0.35
LR,360,2,side_effect_3,1,0.7600351037851037,191,43,41,71,0.38
LR,360,2,side_effect_3,2,0.6992877492877494,170,64,32,58,0.3
LR,360,2,side_effect_3,3,0.7514718250630782,107,98,16,100,0.23
LR,360,2,side_effect_3,4,0.7127446447834798,172,80,36,67,0.36
LR,360,3,side_effect_3,0,0.7247193304756072,144,69,33,82,0.32
LR,360,3,side_effect_3,1,0.6975556044924025,189,50,44,51,0.43
LR,360,3,side_effect_3,2,0.7676744541151321,156,66,33,85,0.36
LR,360,3,side_effect_3,3,0.7416849816849816,174,51,34,57,0.35
LR,360,3,side_effect_3,4,0.7477330162033596,126,91,24,100,0.23
LR,360,4,side_effect_3,0,0.7244642857142857,174,50,41,59,0.39
LR,360,4,side_effect_3,1,0.774911702845351,149,74,21,92,0.36
LR,360,4,side_effect_3,2,0.719047619047619,152,58,45,70,0.36
LR,360,4,side_effect_3,3,0.7482550573760796,207,30,49,58,0.49
LR,360,4,side_effect_3,4,0.7183016349683017,160,62,42,66,0.39
LR,360,5,side_effect_3,0,0.7740251264480339,174,53,34,74,0.32
LR,360,5,side_effect_3,1,0.7151061678463093,142,73,38,77,0.31
LR,360,5,side_effect_3,2,0.7492168045626154,185,26,54,64,0.49
LR,360,5,side_effect_3,3,0.6755028228652081,187,31,60,44,0.5
LR,360,5,side_effect_3,4,0.7551020408163266,195,50,36,62,0.41
LR,360,6,side_effect_3,0,0.7906753485265883,187,55,29,70,0.34
LR,360,6,side_effect_3,1,0.7374311926605503,165,53,36,64,0.37
LR,360,6,side_effect_3,2,0.7736255692908263,141,71,28,88,0.33
LR,360,6,side_effect_3,3,0.6578642128054439,128,84,41,81,0.27
LR,360,6,side_effect_3,4,0.7654115159401432,167,65,31,75,0.38
LR,360,7,side_effect_3,0,0.7514539332721152,175,56,38,61,0.36
LR,360,7,side_effect_3,1,0.7530339805825242,166,40,46,66,0.46
LR,360,7,side_effect_3,2,0.6674979959027345,131,75,41,68,0.27
LR,360,7,side_effect_3,3,0.6881410256410256,165,69,44,76,0.35
LR,360,7,side_effect_3,4,0.7660153552423122,186,53,35,68,0.41
LR,360,8,side_effect_3,0,0.6808119658119658,138,87,32,72,0.31
LR,360,8,side_effect_3,1,0.7478759689922481,155,60,46,104,0.35
LR,360,8,side_effect_3,2,0.7268474400069306,202,36,46,51,0.41
LR,360,8,side_effect_3,3,0.7237199582027168,185,35,42,45,0.42
LR,360,8,side_effect_3,4,0.7148536478811708,168,50,41,64,0.36
LR,360,9,side_effect_3,0,0.7122752432979993,144,67,44,87,0.32
LR,360,9,side_effect_3,1,0.7280989972263708,169,46,44,65,0.43
LR,360,9,side_effect_3,2,0.7308277872025752,147,90,22,75,0.29
LR,360,9,side_effect_3,3,0.7365406131125531,164,41,41,68,0.41
LR,360,9,side_effect_3,4,0.7232707016960426,216,32,48,49,0.43
Adaboost,360,0,side_effect_3,0,0.6485759616128783,186,33,64,54,0.5
Adaboost,360,0,side_effect_3,1,0.687891604010025,190,34,67,47,0.5
Adaboost,360,0,side_effect_3,2,0.6256285355122564,183,75,33,41,0.49
Adaboost,360,0,side_effect_3,3,0.7649864910503209,130,58,33,93,0.49
Adaboost,360,0,side_effect_3,4,0.6652180815176411,133,94,39,72,0.49
Adaboost,360,1,side_effect_3,0,0.7669607843137255,176,28,41,59,0.5
Adaboost,360,1,side_effect_3,1,0.6326877470355732,124,96,40,75,0.49
Adaboost,360,1,side_effect_3,2,0.7350850469662351,146,88,24,77,0.49
Adaboost,360,1,side_effect_3,3,0.5773511067628715,197,24,85,26,0.51
Adaboost,360,1,side_effect_3,4,0.7155899898152189,136,101,33,83,0.49
Adaboost,360,2,side_effect_3,0,0.6948779035139964,141,78,36,79,0.49
Adaboost,360,2,side_effect_3,1,0.6418799646954987,109,111,30,73,0.49
Adaboost,360,2,side_effect_3,2,0.7543120900477771,156,77,33,73,0.49
Adaboost,360,2,side_effect_3,3,0.6663234510917805,115,100,40,91,0.49
Adaboost,360,2,side_effect_3,4,0.6463378324732036,182,47,43,45,0.5
Adaboost,360,3,side_effect_3,0,0.6726076555023923,191,37,58,52,0.5
Adaboost,360,3,side_effect_3,1,0.69090483984101,144,91,31,60,0.49
Adaboost,360,3,side_effect_3,2,0.6925385608996276,181,33,70,53,0.5
Adaboost,360,3,side_effect_3,3,0.79249390456287,141,91,16,83,0.49
Adaboost,360,3,side_effect_3,4,0.6415458937198067,174,33,76,44,0.5
Adaboost,360,4,side_effect_3,0,0.6685011808367071,137,91,32,72,0.49
Adaboost,360,4,side_effect_3,1,0.7524831649831651,152,64,33,77,0.49
Adaboost,360,4,side_effect_3,2,0.6906277436347673,105,99,37,97,0.49
Adaboost,360,4,side_effect_3,3,0.5968151340996168,172,60,55,35,0.5
Adaboost,360,4,side_effect_3,4,0.7259685230024212,131,105,26,79,0.49
Adaboost,360,5,side_effect_3,0,0.6643609620353808,179,36,65,52,0.5
Adaboost,360,5,side_effect_3,1,0.6627773964767788,121,114,26,67,0.49
Adaboost,360,5,side_effect_3,2,0.6025065469509915,109,107,34,65,0.49
Adaboost,360,5,side_effect_3,3,0.6869047619047619,165,45,59,69,0.5
Adaboost,360,5,side_effect_3,4,0.6593553459119497,193,47,56,50,0.5
Adaboost,360,6,side_effect_3,0,0.6647754707870595,130,88,40,74,0.49
Adaboost,360,6,side_effect_3,1,0.5965526528413683,63,174,11,83,0.48
Adaboost,360,6,side_effect_3,2,0.6670538803756796,193,45,48,37,0.5
Adaboost,360,6,side_effect_3,3,0.690910910910911,129,96,31,80,0.49
Adaboost,360,6,side_effect_3,4,0.6970787006758229,155,43,69,70,0.5
Adaboost,360,7,side_effect_3,0,0.6948123070795578,195,47,38,45,0.5
Adaboost,360,7,side_effect_3,1,0.6874952532847269,123,86,40,86,0.49
Adaboost,360,7,side_effect_3,2,0.6237710290583351,111,88,40,75,0.49
Adaboost,360,7,side_effect_3,3,0.6330549932523617,186,42,59,45,0.5
Adaboost,360,7,side_effect_3,4,0.6200036536353671,203,35,73,42,0.5
Adaboost,360,8,side_effect_3,0,0.7180601024091329,113,96,25,89,0.49
Adaboost,360,8,side_effect_3,1,0.6645417422867512,192,40,49,46,0.5
Adaboost,360,8,side_effect_3,2,0.7060889929742389,125,119,23,75,0.49
Adaboost,360,8,side_effect_3,3,0.680166511048864,139,65,46,80,0.49
Adaboost,360,8,side_effect_3,4,0.6822787344813777,131,96,31,79,0.49
Adaboost,360,9,side_effect_3,0,0.6766338336460287,175,33,62,61,0.5
Adaboost,360,9,side_effect_3,1,0.7116597673960181,186,42,42,47,0.5
Adaboost,360,9,side_effect_3,2,0.7317711579209772,129,84,29,84,0.49
Adaboost,360,9,side_effect_3,3,0.6587362860625762,198,32,71,36,0.5
Adaboost,360,9,side_effect_3,4,0.6843805831147602,146,91,40,71,0.49
MLP,360,0,side_effect_3,0,0.6227461233321313,166,70,46,48,0.25
MLP,360,0,side_effect_3,1,0.6440823327615781,113,96,32,74,0.19
MLP,360,0,side_effect_3,2,0.6537156845602378,168,47,64,69,0.36
MLP,360,0,side_effect_3,3,0.6547437848807712,191,28,57,33,0.77
MLP,360,0,side_effect_3,4,0.6737693389592123,201,36,65,55,0.73
MLP,360,1,side_effect_3,0,0.6627836427618007,149,52,58,65,0.24
MLP,360,1,side_effect_3,1,0.6766666666666667,143,101,22,53,0.22
MLP,360,1,side_effect_3,2,0.5801836076420478,172,42,72,41,0.47
MLP,360,1,side_effect_3,3,0.656433007985803,161,69,40,58,0.17
MLP,360,1,side_effect_3,4,0.6812413702413045,167,60,56,78,0.31
MLP,360,2,side_effect_3,0,0.6350820316337558,170,64,40,47,0.33
MLP,360,2,side_effect_3,1,0.6462221062247162,138,99,33,64,0.24
MLP,360,2,side_effect_3,2,0.6300381679389312,115,85,47,84,0.48
MLP,360,2,side_effect_3,3,0.6567246970472778,189,28,67,41,0.77
MLP,360,2,side_effect_3,4,0.6032163742690059,129,99,41,79,0.18
MLP,360,3,side_effect_3,0,0.696799753035604,160,66,32,54,0.23
MLP,360,3,side_effect_3,1,0.5758203669517387,144,65,62,65,0.43
