model,data_num,iter,side_effect,test_fold,auc,tn,fp,fn,tp,cutoff point
MLP,360,2,side_effect_4,3,0.723002544529262,136,126,13,62,0.06
MLP,360,2,side_effect_4,4,0.607429718875502,243,6,70,6,0.01
MLP,360,3,side_effect_4,0,0.7490835777126099,159,105,13,49,0.12
MLP,360,3,side_effect_4,1,0.7067873303167421,201,71,24,41,0.21
MLP,360,3,side_effect_4,2,0.7437423687423687,164,70,26,58,0.07
MLP,360,3,side_effect_4,3,0.7271987750023925,180,78,24,57,0.21
MLP,360,3,side_effect_4,4,0.7020842982862436,159,95,22,63,0.13
MLP,360,4,side_effect_4,0,0.7206592782040353,183,72,24,45,0.16
MLP,360,4,side_effect_4,1,0.6661033657231376,174,89,30,51,0.12
MLP,360,4,side_effect_4,2,0.7524390243902439,212,38,33,49,0.33
MLP,360,4,side_effect_4,3,0.620797821969697,146,118,19,45,0.1
MLP,360,4,side_effect_4,4,0.7265185185185185,196,54,32,49,0.09
MLP,360,5,side_effect_4,0,0.7067959421851153,160,77,30,64,0.07
MLP,360,5,side_effect_4,1,0.6480247779336139,229,19,48,21,0.43
MLP,360,5,side_effect_4,2,0.6524684812065512,210,36,43,26,0.38
MLP,360,5,side_effect_4,3,0.7452851496329758,204,49,26,44,0.16
MLP,360,5,side_effect_4,4,0.6892170022371364,255,43,40,35,0.59
MLP,360,6,side_effect_4,0,0.6656095842142353,234,24,41,25,0.68
MLP,360,6,side_effect_4,1,0.697842401500938,133,127,15,67,0.08
MLP,360,6,side_effect_4,2,0.6951469583048531,151,96,22,55,0.06
MLP,360,6,side_effect_4,3,0.681353767560664,173,88,23,49,0.05
MLP,360,6,side_effect_4,4,0.670068359375,197,59,40,40,0.45
MLP,360,7,side_effect_4,0,0.6517648400524606,125,122,15,56,0.03
MLP,360,7,side_effect_4,1,0.6996468321917808,191,65,34,39,0.26
MLP,360,7,side_effect_4,2,0.6994128960421095,183,84,24,50,0.08
MLP,360,7,side_effect_4,3,0.733354880413704,204,34,37,54,0.34
MLP,360,7,side_effect_4,4,0.6614426792614856,214,60,34,34,0.17
MLP,360,8,side_effect_4,0,0.7157699037620296,230,24,41,31,0.41
MLP,360,8,side_effect_4,1,0.7517566974088713,209,55,25,44,0.16
MLP,360,8,side_effect_4,2,0.6926887354131936,170,77,28,57,0.14
MLP,360,8,side_effect_4,3,0.647291820191599,189,47,51,41,0.25
MLP,360,8,side_effect_4,4,0.6048012545991917,209,72,31,28,0.25
MLP,360,9,side_effect_4,0,0.7267036897590361,185,71,29,54,0.22
MLP,360,9,side_effect_4,1,0.7202213001383125,182,59,29,46,0.2
MLP,360,9,side_effect_4,2,0.7025310754818952,171,73,33,58,0.2
MLP,360,9,side_effect_4,3,0.7530887191904141,171,102,13,46,0.07
MLP,360,9,side_effect_4,4,0.6138330088687,225,43,42,27,0.3
RF,320,0,side_effect_4,0,0.7243656951142797,213,38,39,37,0.31
RF,320,0,side_effect_4,1,0.802375936329588,231,36,24,40,0.29
RF,320,0,side_effect_4,2,0.7375211813120308,158,97,19,62,0.21
RF,320,0,side_effect_4,3,0.7356050382366172,142,92,18,58,0.22
RF,320,0,side_effect_4,4,0.7758181818181819,202,73,23,57,0.29
RF,320,1,side_effect_4,0,0.7417474536752976,208,73,18,40,0.29
RF,320,1,side_effect_4,1,0.8062830105633803,209,47,23,48,0.32
RF,320,1,side_effect_4,2,0.7150314645308923,125,103,18,74,0.16
RF,320,1,side_effect_4,3,0.7695601851851852,191,49,26,64,0.23
RF,320,1,side_effect_4,4,0.7544852860737339,226,51,29,37,0.32
RF,320,2,side_effect_4,0,0.7169726706763744,180,54,36,45,0.27
RF,320,2,side_effect_4,1,0.7273959938366718,233,42,28,31,0.38
RF,320,2,side_effect_4,2,0.7453376787977548,179,84,24,60,0.24
RF,320,2,side_effect_4,3,0.7651451310861423,195,45,30,59,0.3
RF,320,2,side_effect_4,4,0.7823784722222222,220,50,24,40,0.33
RF,320,3,side_effect_4,0,0.7099312452253628,107,148,8,69,0.15
RF,320,3,side_effect_4,1,0.7171571388341312,193,75,19,34,0.25
RF,320,3,side_effect_4,2,0.7731812840508493,177,76,22,52,0.25
RF,320,3,side_effect_4,3,0.8055725190839694,187,75,19,56,0.23
RF,320,3,side_effect_4,4,0.7600995316159251,157,87,24,74,0.23
RF,320,4,side_effect_4,0,0.7466854158296504,197,65,27,49,0.26
RF,320,4,side_effect_4,1,0.7290034364261166,166,59,33,64,0.27
RF,320,4,side_effect_4,2,0.8027301587301585,178,72,14,49,0.17
RF,320,4,side_effect_4,3,0.7966096866096867,240,30,26,39,0.38
RF,320,4,side_effect_4,4,0.7041626794258373,191,84,26,50,0.25
RF,320,5,side_effect_4,0,0.782097543941334,182,60,18,53,0.36
RF,320,5,side_effect_4,1,0.7889272361230946,219,66,19,42,0.26
RF,320,5,side_effect_4,2,0.7236295369211514,183,52,35,50,0.32
RF,320,5,side_effect_4,3,0.7958031400966183,232,44,23,37,0.29
RF,320,5,side_effect_4,4,0.761516393442623,146,98,17,83,0.2
RF,320,6,side_effect_4,0,0.7250318309141839,165,90,23,54,0.25
RF,320,6,side_effect_4,1,0.7451047203670892,193,60,35,52,0.29
RF,320,6,side_effect_4,2,0.8156862745098037,202,53,21,52,0.27
RF,320,6,side_effect_4,3,0.800324586015294,208,41,25,48,0.29
RF,320,6,side_effect_4,4,0.7511055831951354,216,54,25,42,0.29
RF,320,7,side_effect_4,0,0.7789997075168178,182,81,18,47,0.21
RF,320,7,side_effect_4,1,0.6881858625803263,163,75,34,51,0.26
RF,320,7,side_effect_4,2,0.7830989876265467,207,47,20,50,0.35
RF,320,7,side_effect_4,3,0.7766278860028861,233,31,35,49,0.33
RF,320,7,side_effect_4,4,0.7635814365331527,230,33,29,44,0.38
RF,320,8,side_effect_4,0,0.7442021048621363,194,59,35,48,0.24
RF,320,8,side_effect_4,1,0.7765826180257511,187,46,30,50,0.33
RF,320,8,side_effect_4,2,0.7663076923076922,214,46,29,46,0.31
RF,320,8,side_effect_4,3,0.7267435383244207,193,71,24,44,0.3
RF,320,8,side_effect_4,4,0.6823736536868268,204,68,32,39,0.28
RF,320,9,side_effect_4,0,0.7516016459190582,182,81,18,55,0.25
RF,320,9,side_effect_4,1,0.6785018552875695,202,43,43,45,0.3
RF,320,9,side_effect_4,2,0.7357328145265889,199,58,29,43,0.27
RF,320,9,side_effect_4,3,0.7717271118973905,204,62,22,46,0.28
RF,320,9,side_effect_4,4,0.7815579786118685,176,75,18,58,0.27
LR,320,0,side_effect_4,0,0.7435419771485344,206,58,21,40,0.27
LR,320,0,side_effect_4,1,0.71994301994302,202,68,24,41,0.16
LR,320,0,side_effect_4,2,0.6852797008439031,186,71,32,45,0.24
LR,320,0,side_effect_4,3,0.7303413885692366,139,98,20,68,0.16
LR,320,0,side_effect_4,4,0.7730726973081853,220,34,38,48,0.31
LR,320,1,side_effect_4,0,0.6672113289760349,129,114,19,49,0.19
LR,320,1,side_effect_4,1,0.7612021857923498,166,78,22,68,0.17
LR,320,1,side_effect_4,2,0.7311112455386849,205,66,25,36,0.31
LR,320,1,side_effect_4,3,0.7792977656178751,196,59,27,59,0.23
LR,320,1,side_effect_4,4,0.7358529533250723,208,61,27,45,0.24
LR,320,2,side_effect_4,0,0.6878443526170799,132,110,17,55,0.21
LR,320,2,side_effect_4,1,0.8139074186375581,196,59,27,70,0.28
LR,320,2,side_effect_4,2,0.738441701970897,203,64,20,41,0.26
LR,320,2,side_effect_4,3,0.7290514905149051,208,38,36,39,0.32
LR,320,2,side_effect_4,4,0.6891850490196079,165,107,25,47,0.16
LR,320,3,side_effect_4,0,0.696099466358585,191,58,31,42,0.21
LR,320,3,side_effect_4,1,0.7364035890862479,198,56,35,51,0.2
LR,320,3,side_effect_4,2,0.7837037037037038,198,45,25,50,0.27
LR,320,3,side_effect_4,3,0.709666685153347,147,100,18,55,0.12
LR,320,3,side_effect_4,4,0.7599604547701434,140,149,5,65,0.07
LR,320,4,side_effect_4,0,0.6752735891875536,183,68,39,40,0.22
LR,320,4,side_effect_4,1,0.7440191387559809,204,49,31,45,0.3
LR,320,4,side_effect_4,2,0.6947477615199824,140,101,21,55,0.17
LR,320,4,side_effect_4,3,0.7052004333694475,173,87,23,48,0.23
LR,320,4,side_effect_4,4,0.8024548736462094,195,82,16,59,0.22
LR,320,5,side_effect_4,0,0.6667561761546723,184,82,27,43,0.17
LR,320,5,side_effect_4,1,0.7819892326934581,224,35,29,42,0.36
LR,320,5,side_effect_4,2,0.7612100407637846,190,46,29,50,0.31
LR,320,5,side_effect_4,3,0.7112006767179182,201,60,31,46,0.25
LR,320,5,side_effect_4,4,0.7100961538461538,209,51,38,42,0.32
LR,320,6,side_effect_4,0,0.7257834757834758,177,75,27,51,0.22
LR,320,6,side_effect_4,1,0.7021538461538461,182,68,30,48,0.24
LR,320,6,side_effect_4,2,0.763035334615774,118,120,9,74,0.11
LR,320,6,side_effect_4,3,0.6858938390753001,205,61,31,36,0.23
LR,320,6,side_effect_4,4,0.814094713206777,244,32,27,44,0.28
LR,320,7,side_effect_4,0,0.7562464985994397,174,81,16,54,0.19
LR,320,7,side_effect_4,1,0.7372111553784861,183,68,25,50,0.22
LR,320,7,side_effect_4,2,0.7696808510638297,195,40,31,49,0.25
LR,320,7,side_effect_4,3,0.6513927902621723,200,67,34,30,0.23
LR,320,7,side_effect_4,4,0.7607000663570006,196,78,26,62,0.17
LR,320,8,side_effect_4,0,0.7097198399085192,197,68,26,40,0.22
LR,320,8,side_effect_4,1,0.74463852498787,158,71,25,65,0.24
LR,320,8,side_effect_4,2,0.7702339854238589,173,64,26,62,0.21
LR,320,8,side_effect_4,3,0.7542506142506142,194,81,22,52,0.2
LR,320,8,side_effect_4,4,0.7345246868091379,160,116,12,47,0.13
LR,320,9,side_effect_4,0,0.6815163254012175,240,38,37,28,0.33
LR,320,9,side_effect_4,1,0.7254739788777198,170,101,15,43,0.2
LR,320,9,side_effect_4,2,0.6927204336762915,191,71,25,44,0.25
LR,320,9,side_effect_4,3,0.6819683533298557,125,88,32,76,0.11
LR,320,9,side_effect_4,4,0.7434813248766736,183,75,23,54,0.2
Adaboost,320,0,side_effect_4,0,0.7249628896585849,128,107,18,68,0.48
Adaboost,320,0,side_effect_4,1,0.6792979002624672,154,100,23,49,0.48
Adaboost,320,0,side_effect_4,2,0.7505271084337349,193,56,31,49,0.49
Adaboost,320,0,side_effect_4,3,0.6059307795698925,152,127,22,42,0.49
Adaboost,320,0,side_effect_4,4,0.6378616352201257,190,75,33,42,0.49
Adaboost,320,1,side_effect_4,0,0.659433962264151,125,140,14,58,0.48
Adaboost,320,1,side_effect_4,1,0.7424988140417458,152,96,18,50,0.48
Adaboost,320,1,side_effect_4,2,0.7393374741200829,150,126,14,56,0.48
Adaboost,320,1,side_effect_4,3,0.7064859525899911,201,67,30,38,0.49
Adaboost,320,1,side_effect_4,4,0.6754433221099888,175,50,45,54,0.49
Adaboost,320,2,side_effect_4,0,0.7249870062370063,142,80,30,74,0.49
Adaboost,320,2,side_effect_4,1,0.7136845486668808,198,85,20,35,0.49
Adaboost,320,2,side_effect_4,2,0.6395832302133346,181,46,51,38,0.5
Adaboost,320,2,side_effect_4,3,0.7311563286292528,209,68,27,39,0.49
Adaboost,320,2,side_effect_4,4,0.6043665329379615,205,68,37,26,0.49
Adaboost,320,3,side_effect_4,0,0.6791390534279514,203,86,27,32,0.49
Adaboost,320,3,side_effect_4,1,0.6625512645249487,178,88,37,51,0.49
Adaboost,320,3,side_effect_4,2,0.671408915795267,180,50,35,44,0.49
Adaboost,320,3,side_effect_4,3,0.6645841663334666,192,52,46,36,0.49
Adaboost,320,3,side_effect_4,4,0.7256687861602795,127,126,13,56,0.47
Adaboost,320,4,side_effect_4,0,0.5999545661063153,138,110,28,43,0.47
Adaboost,320,4,side_effect_4,1,0.7339421613394216,199,71,23,50,0.49
Adaboost,320,4,side_effect_4,2,0.7246008311461067,172,82,22,50,0.49
Adaboost,320,4,side_effect_4,3,0.7148946360153257,193,68,33,47,0.49
Adaboost,320,4,side_effect_4,4,0.6950270216669145,183,66,35,46,0.49
Adaboost,320,5,side_effect_4,0,0.7428706227720696,130,121,14,62,0.47
Adaboost,320,5,side_effect_4,1,0.6447610294117647,187,85,30,38,0.49
Adaboost,320,5,side_effect_4,2,0.679684254258413,186,46,38,45,0.49
Adaboost,320,5,side_effect_4,3,0.7778592375366568,144,104,15,62,0.47
Adaboost,320,5,side_effect_4,4,0.6869445671920263,193,86,29,44,0.49
Adaboost,320,6,side_effect_4,0,0.7299341428277424,123,103,19,67,0.48
Adaboost,320,6,side_effect_4,1,0.6721284667713239,158,115,17,39,0.48
Adaboost,320,6,side_effect_4,2,0.6864859751194361,159,102,26,55,0.48
Adaboost,320,6,side_effect_4,3,0.5990746096009254,199,67,34,31,0.49
Adaboost,320,6,side_effect_4,4,0.7068995786516855,162,94,26,63,0.49
Adaboost,320,7,side_effect_4,0,0.6403943377148635,154,76,36,50,0.48
Adaboost,320,7,side_effect_4,1,0.7595852709499858,160,97,17,65,0.48
Adaboost,320,7,side_effect_4,2,0.6979204231277798,238,44,31,28,0.5
Adaboost,320,7,side_effect_4,3,0.7159486854608806,196,50,32,45,0.5
Adaboost,320,7,side_effect_4,4,0.7404443076291622,190,77,27,46,0.49
Adaboost,320,8,side_effect_4,0,0.6277497295347999,204,78,33,26,0.49
Adaboost,320,8,side_effect_4,1,0.6853648359672456,149,100,23,54,0.49
Adaboost,320,8,side_effect_4,2,0.6509176587301587,213,39,40,24,0.5
Adaboost,320,8,side_effect_4,3,0.7498670212765957,130,110,12,82,0.48
Adaboost,320,8,side_effect_4,4,0.7400567521049449,190,69,31,52,0.49
Adaboost,320,9,side_effect_4,0,0.7418682795698924,187,92,24,56,0.48
Adaboost,320,9,side_effect_4,1,0.6887651215714456,157,96,25,41,0.49
Adaboost,320,9,side_effect_4,2,0.6260322549305353,100,119,27,67,0.47
Adaboost,320,9,side_effect_4,3,0.7397586844409847,185,54,36,50,0.49
Adaboost,320,9,side_effect_4,4,0.636784850926672,222,70,26,25,0.49
MLP,320,0,side_effect_4,0,0.7215478733734706,194,77,24,52,0.07
MLP,320,0,side_effect_4,1,0.5915555555555556,165,75,40,35,0.36
MLP,320,0,side_effect_4,2,0.6688101265822785,159,91,27,52,0.1
MLP,320,0,side_effect_4,3,0.6797122155321972,169,70,32,50,0.32
MLP,320,0,side_effect_4,4,0.6293507910529187,200,82,31,34,0.26
MLP,320,1,side_effect_4,0,0.6423809523809523,172,78,36,48,0.19
MLP,320,1,side_effect_4,1,0.6673769204889537,184,57,35,39,0.12
MLP,320,1,side_effect_4,2,0.7289299242424242,191,73,25,55,0.05
MLP,320,1,side_effect_4,3,0.6677628032345013,204,61,32,38,0.33
MLP,320,1,side_effect_4,4,0.6538333886491869,216,46,34,35,0.17
MLP,320,2,side_effect_4,0,0.7264822595704948,137,135,10,53,0.13
MLP,320,2,side_effect_4,1,0.7586931505478562,202,51,28,51,0.56
MLP,320,2,side_effect_4,2,0.6280059376546263,140,95,30,56,0.26
MLP,320,2,side_effect_4,3,0.7474220764002812,188,63,25,43,0.24
MLP,320,2,side_effect_4,4,0.7077126326818824,206,65,34,47,0.1
MLP,320,3,side_effect_4,0,0.701960076960077,204,60,26,37,0.34
MLP,320,3,side_effect_4,1,0.6537638043723236,210,51,37,31,0.24
MLP,320,3,side_effect_4,2,0.7090163934426229,173,71,28,52,0.32
MLP,320,3,side_effect_4,3,0.6885291396854765,156,79,29,63,0.11
MLP,320,3,side_effect_4,4,0.7061053859615011,200,78,29,45,0.21
MLP,320,4,side_effect_4,0,0.5486352070321535,128,134,24,42,0.05
MLP,320,4,side_effect_4,1,0.7071428571428571,174,92,20,40,0.38
MLP,320,4,side_effect_4,2,0.6769130537787255,166,86,22,45,0.04
MLP,320,4,side_effect_4,3,0.7155448717948717,160,74,34,62,0.17
MLP,320,4,side_effect_4,4,0.7086160108548167,207,61,36,52,0.14
MLP,320,5,side_effect_4,0,0.6823795180722891,186,63,37,43,0.15
MLP,320,5,side_effect_4,1,0.6992792690539698,185,78,24,43,0.06
MLP,320,5,side_effect_4,2,0.6885833831440527,185,54,42,49,0.36
MLP,320,5,side_effect_4,3,0.6399716513111269,165,84,26,42,0.24
MLP,320,5,side_effect_4,4,0.7161122764958546,206,76,25,46,0.29
MLP,320,6,side_effect_4,0,0.6065538194444444,236,20,50,22,0.77
MLP,320,6,side_effect_4,1,0.6291873292176906,87,154,14,68,0.05
MLP,320,6,side_effect_4,2,0.6870649182451029,165,96,19,52,0.09
MLP,320,6,side_effect_4,3,0.7613277133825078,182,78,22,51,0.13
MLP,320,6,side_effect_4,4,0.6944284618335251,179,85,27,52,0.06
MLP,320,7,side_effect_4,0,0.7645705044473472,185,48,23,46,0.28
MLP,320,7,side_effect_4,1,0.6996764062053868,232,34,44,35,0.52
MLP,320,7,side_effect_4,2,0.632901181215788,192,75,30,35,0.17
MLP,320,7,side_effect_4,3,0.6933514246947083,209,55,28,39,0.14
MLP,320,7,side_effect_4,4,0.6950990018000328,139,113,19,78,0.1
MLP,320,8,side_effect_4,0,0.6294267374944665,186,65,33,39,0.26
MLP,320,8,side_effect_4,1,0.6779643661683392,174,83,30,46,0.1
MLP,320,8,side_effect_4,2,0.7787289939756308,164,59,28,71,0.18
MLP,320,8,side_effect_4,3,0.6923634336677815,216,60,31,34,0.74
MLP,320,8,side_effect_4,4,0.7636923076923077,190,85,18,47,0.07
MLP,320,9,side_effect_4,0,0.7296750902527076,205,72,23,52,0.54
MLP,320,9,side_effect_4,1,0.5306048533140166,239,12,59,7,0.34
MLP,320,9,side_effect_4,2,0.6036715961244263,176,89,35,39,0.1
MLP,320,9,side_effect_4,3,0.6331432794847429,124,107,24,58,0.03
MLP,320,9,side_effect_4,4,0.7032461240310078,143,115,18,62,0.02
RF,280,0,side_effect_4,0,0.7897406684027778,199,57,22,50,0.29
RF,280,0,side_effect_4,1,0.7303458473671239,183,76,34,60,0.24
RF,280,0,side_effect_4,2,0.7838664504716981,209,47,18,35,0.33
RF,280,0,side_effect_4,3,0.7668416030534351,209,53,31,49,0.34
RF,280,0,side_effect_4,4,0.7470136958088766,163,86,19,59,0.24
RF,280,1,side_effect_4,0,0.75396728515625,155,101,12,52,0.24
RF,280,1,side_effect_4,1,0.7969532927702219,175,79,17,71,0.21
RF,280,1,side_effect_4,2,0.6907213917912314,108,133,14,69,0.22
RF,280,1,side_effect_4,3,0.8257157790812475,187,70,13,54,0.3
RF,280,1,side_effect_4,4,0.7534793187347932,183,91,18,57,0.25
RF,280,2,side_effect_4,0,0.8050054505813953,177,79,18,68,0.26
RF,280,2,side_effect_4,1,0.7850151181263774,164,83,15,64,0.24
RF,280,2,side_effect_4,2,0.72493080689802,158,86,21,56,0.22
RF,280,2,side_effect_4,3,0.7094356261022927,242,28,35,28,0.33
RF,280,2,side_effect_4,4,0.7457023060796646,207,58,26,46,0.3
RF,280,3,side_effect_4,0,0.7921800691742327,201,56,23,49,0.29
RF,280,3,side_effect_4,1,0.7506699205665613,185,73,27,54,0.23
RF,280,3,side_effect_4,2,0.7660358354537744,207,55,26,46,0.31
RF,280,3,side_effect_4,3,0.7429014102320874,187,64,22,41,0.22
RF,280,3,side_effect_4,4,0.7814075909050695,204,50,31,58,0.31
RF,280,4,side_effect_4,0,0.7458660387231816,188,57,26,52,0.31
RF,280,4,side_effect_4,1,0.8106995884773663,193,59,23,58,0.28
RF,280,4,side_effect_4,2,0.772796817625459,185,73,24,52,0.24
RF,280,4,side_effect_4,3,0.741058578967006,204,53,27,46,0.33
RF,280,4,side_effect_4,4,0.793666129898014,176,94,12,57,0.24
RF,280,5,side_effect_4,0,0.7616896156052783,193,56,31,53,0.36
RF,280,5,side_effect_4,1,0.7322115384615384,184,56,29,49,0.26
RF,280,5,side_effect_4,2,0.8059649122807018,198,68,20,55,0.29
RF,280,5,side_effect_4,3,0.7153359683794467,186,67,29,46,0.24
RF,280,5,side_effect_4,4,0.6731892195395844,173,101,22,43,0.2
RF,280,6,side_effect_4,0,0.774476831091181,163,60,24,72,0.25
RF,280,6,side_effect_4,1,0.7450538119481859,213,50,24,35,0.31
RF,280,6,side_effect_4,2,0.7633268370973288,176,110,13,48,0.18
RF,280,6,side_effect_4,3,0.7920843415139993,160,103,11,66,0.2
RF,280,6,side_effect_4,4,0.7427462887989205,216,31,42,42,0.41
RF,280,7,side_effect_4,0,0.7767643265155704,195,48,22,45,0.32
RF,280,7,side_effect_4,1,0.7658940239423856,208,33,33,54,0.34
RF,280,7,side_effect_4,2,0.7786181139122316,203,49,32,53,0.26
RF,280,7,side_effect_4,3,0.728798916596619,186,72,26,57,0.2
RF,280,7,side_effect_4,4,0.6973800505050505,163,125,15,40,0.2
RF,280,8,side_effect_4,0,0.7459340659340659,196,77,22,53,0.27
RF,280,8,side_effect_4,1,0.7797439759036144,149,100,11,69,0.17
RF,280,8,side_effect_4,2,0.7196157495256166,133,115,19,66,0.21
RF,280,8,side_effect_4,3,0.7279429465575349,178,70,25,42,0.27
RF,280,8,side_effect_4,4,0.799702380952381,205,59,19,51,0.22
RF,280,9,side_effect_4,0,0.6525192355423182,164,73,39,46,0.25
RF,280,9,side_effect_4,1,0.7664401999743622,206,63,16,42,0.26
RF,280,9,side_effect_4,2,0.7453793392324205,135,134,6,65,0.15
RF,280,9,side_effect_4,3,0.8150653694131954,206,47,26,52,0.29
RF,280,9,side_effect_4,4,0.8252200092635479,200,54,18,67,0.25
LR,280,0,side_effect_4,0,0.6598653989958337,113,140,15,59,0.11
LR,280,0,side_effect_4,1,0.712573568753344,166,101,17,53,0.09
LR,280,0,side_effect_4,2,0.7572359843546284,219,41,24,35,0.34
LR,280,0,side_effect_4,3,0.755074140288148,212,45,28,46,0.25
LR,280,0,side_effect_4,4,0.7378775510204083,144,101,22,78,0.16
LR,280,1,side_effect_4,0,0.716609480238912,205,53,25,36,0.23
LR,280,1,side_effect_4,1,0.7178519593613933,218,47,33,32,0.32
LR,280,1,side_effect_4,2,0.6612426035502958,182,78,28,37,0.25
LR,280,1,side_effect_4,3,0.7102317360565593,131,137,13,63,0.15
LR,280,1,side_effect_4,4,0.780676898858717,173,58,33,77,0.26
LR,280,2,side_effect_4,0,0.7118361747991376,215,28,44,40,0.33
LR,280,2,side_effect_4,1,0.6757650069303763,180,46,41,42,0.33
LR,280,2,side_effect_4,2,0.777729962345347,213,73,18,47,0.21
LR,280,2,side_effect_4,3,0.6943392255892256,159,105,22,50,0.17
LR,280,2,side_effect_4,4,0.7321214646596177,192,71,23,50,0.22
LR,280,3,side_effect_4,0,0.6977190876350541,168,77,24,44,0.24
LR,280,3,side_effect_4,1,0.758208090092328,207,42,40,57,0.28
LR,280,3,side_effect_4,2,0.7064062341868231,197,44,37,45,0.38
LR,280,3,side_effect_4,3,0.7403488704603947,154,115,13,52,0.16
LR,280,3,side_effect_4,4,0.7567791920309905,223,55,24,41,0.32
LR,280,4,side_effect_4,0,0.7578125,210,62,30,50,0.22
LR,280,4,side_effect_4,1,0.6941490842286923,154,99,21,50,0.18
LR,280,4,side_effect_4,2,0.6671297725635484,191,46,41,41,0.26
LR,280,4,side_effect_4,3,0.7170056028221623,170,74,26,53,0.24
LR,280,4,side_effect_4,4,0.6779821627647716,221,55,32,33,0.23
LR,280,5,side_effect_4,0,0.7193255961660604,137,114,13,56,0.14
LR,280,5,side_effect_4,1,0.7280853517877739,224,31,34,34,0.41
LR,280,5,side_effect_4,2,0.6768689057421451,161,99,22,49,0.16
LR,280,5,side_effect_4,3,0.6236007274196806,133,112,31,70,0.16
LR,280,5,side_effect_4,4,0.6876492294334708,179,92,23,45,0.19
LR,280,6,side_effect_4,0,0.7447916666666666,225,39,33,39,0.4
LR,280,6,side_effect_4,1,0.7158218125960062,193,86,22,41,0.17
LR,280,6,side_effect_4,2,0.7010458167330678,219,32,41,39,0.37
LR,280,6,side_effect_4,3,0.7160425936109583,170,71,28,55,0.24
LR,280,6,side_effect_4,4,0.747450417670271,118,129,9,70,0.13
LR,280,7,side_effect_4,0,0.6043712014960262,192,56,38,31,0.3
LR,280,7,side_effect_4,1,0.7399808943274347,161,86,22,67,0.17
LR,280,7,side_effect_4,2,0.6752238805970149,204,64,31,44,0.25
LR,280,7,side_effect_4,3,0.7545981772990886,153,102,15,56,0.16
LR,280,7,side_effect_4,4,0.6782897467828974,155,109,19,54,0.19
LR,280,8,side_effect_4,0,0.7127932551319648,210,38,44,44,0.3
LR,280,8,side_effect_4,1,0.7596133190118152,188,57,25,51,0.24
LR,280,8,side_effect_4,2,0.6936981861247896,156,107,17,44,0.17
LR,280,8,side_effect_4,3,0.7108433734939759,172,77,29,64,0.21
LR,280,8,side_effect_4,4,0.7588570029982256,239,38,29,30,0.32
LR,280,9,side_effect_4,0,0.7033297529538132,157,109,18,52,0.17
LR,280,9,side_effect_4,1,0.8148291925465838,221,55,14,42,0.24
LR,280,9,side_effect_4,2,0.7359073359073359,185,74,26,54,0.24
LR,280,9,side_effect_4,3,0.7008780991735536,194,48,35,45,0.32
LR,280,9,side_effect_4,4,0.7371833187732768,183,56,33,58,0.23
Adaboost,280,0,side_effect_4,0,0.6863962885363664,237,20,47,31,0.5
Adaboost,280,0,side_effect_4,1,0.6819052594914665,119,142,14,74,0.48
Adaboost,280,0,side_effect_4,2,0.6430700447093889,154,90,28,38,0.48
Adaboost,280,0,side_effect_4,3,0.707945787935158,164,101,23,48,0.48
Adaboost,280,0,side_effect_4,4,0.631425543190249,77,178,6,68,0.47
Adaboost,280,1,side_effect_4,0,0.6548404051987767,129,89,36,60,0.48
Adaboost,280,1,side_effect_4,1,0.6852773013150372,156,109,19,47,0.48
Adaboost,280,1,side_effect_4,2,0.7699407871821665,198,63,25,41,0.49
Adaboost,280,1,side_effect_4,3,0.7042210247683873,185,73,30,52,0.49
Adaboost,280,1,side_effect_4,4,0.7448827292110874,191,89,20,47,0.49
Adaboost,280,2,side_effect_4,0,0.6956238080899327,149,97,26,55,0.48
Adaboost,280,2,side_effect_4,1,0.6897810218978102,178,96,16,44,0.48
Adaboost,280,2,side_effect_4,2,0.7298195631528964,132,115,15,66,0.48
Adaboost,280,2,side_effect_4,3,0.7161458333333334,161,87,23,49,0.48
Adaboost,280,2,side_effect_4,4,0.6397500112810793,163,104,31,52,0.48
Adaboost,280,3,side_effect_4,0,0.6362630637416439,169,78,35,51,0.48
Adaboost,280,3,side_effect_4,1,0.7078066914498142,201,68,25,40,0.49
Adaboost,280,3,side_effect_4,2,0.6635564135564136,194,58,36,38,0.49
Adaboost,280,3,side_effect_4,3,0.6420767716535434,159,95,29,51,0.47
Adaboost,280,3,side_effect_4,4,0.7182692307692308,141,119,17,55,0.48
Adaboost,280,4,side_effect_4,0,0.6640476190476191,198,82,30,45,0.49
Adaboost,280,4,side_effect_4,1,0.6548416495784916,142,89,36,59,0.48
Adaboost,280,4,side_effect_4,2,0.7233331412435889,201,58,25,42,0.49
Adaboost,280,4,side_effect_4,3,0.7236431226765799,172,97,14,36,0.48
Adaboost,280,4,side_effect_4,4,0.7078189300411523,173,70,35,55,0.49
Adaboost,280,5,side_effect_4,0,0.5728423101881895,206,70,40,27,0.49
Adaboost,280,5,side_effect_4,1,0.6889880952380952,179,85,21,35,0.49
Adaboost,280,5,side_effect_4,2,0.6918676561533705,158,94,24,53,0.47
Adaboost,280,5,side_effect_4,3,0.6731869781405384,144,65,41,61,0.49
Adaboost,280,5,side_effect_4,4,0.6225860023724792,200,81,38,37,0.49
Adaboost,280,6,side_effect_4,0,0.7279419695825694,153,101,19,54,0.48
Adaboost,280,6,side_effect_4,1,0.5958401751505199,208,53,41,29,0.49
