model,data_num,iter,side_effect,test_fold,auc,,acc,,precision,,recall,,tn,fp,fn,tp,cutoff point
MLP,240,7,side_effect_1,1,0.617613797,,0.639240506,,0.245762712,,0.537037037,,173,89,25,29,0.06
MLP,240,7,side_effect_1,2,0.592424242,,0.712166172,,0.186813187,,0.425,,223,74,23,17,0.07
MLP,240,7,side_effect_1,3,0.726427802,,0.646496815,,0.303703704,,0.706896552,,162,94,17,41,0.02
MLP,240,7,side_effect_1,4,0.693041347,,0.712609971,,0.361904762,,0.550724638,,205,67,31,38,0.03
MLP,240,8,side_effect_1,0,0.567415033,,0.827380952,,0.5,,0.017241379,,277,1,57,1,0.92
MLP,240,8,side_effect_1,1,0.6553758,,0.717868339,,0.235955056,,0.488372093,,208,68,22,21,0.06
MLP,240,8,side_effect_1,2,0.724111492,,0.696696697,,0.466666667,,0.684782609,,169,72,29,63,0.05
MLP,240,8,side_effect_1,3,0.661366688,,0.640625,,0.261538462,,0.641509434,,171,96,19,34,0.07
MLP,240,8,side_effect_1,4,0.629869366,,0.564102564,,0.234636872,,0.724137931,,156,137,16,42,0.09
MLP,240,9,side_effect_1,0,0.664842681,,0.512048193,,0.185185185,,0.813953488,,135,154,8,35,0.01
MLP,240,9,side_effect_1,1,0.61919105,,0.737313433,,0.465753425,,0.409638554,,213,39,49,34,0.13
MLP,240,9,side_effect_1,2,0.664010624,,0.720779221,,0.329411765,,0.49122807,,194,57,29,28,0.33
MLP,240,9,side_effect_1,3,0.690488399,,0.5382263,,0.251336898,,0.810344828,,129,140,11,47,0.01
MLP,240,9,side_effect_1,4,0.685995033,,0.725490196,,0.326732673,,0.523809524,,226,68,30,33,0.19
RF,200,0,side_effect_1,0,0.781346451,,0.692982456,,0.313868613,,0.796296296,,194,94,11,43,0.18
RF,200,0,side_effect_1,1,0.701525054,,0.704402516,,0.357798165,,0.619047619,,185,70,24,39,0.2
RF,200,0,side_effect_1,2,0.789433962,,0.73125,,0.362831858,,0.745454545,,193,72,14,41,0.2
RF,200,0,side_effect_1,3,0.801929825,,0.794029851,,0.390804598,,0.68,,232,53,16,34,0.3
RF,200,0,side_effect_1,4,0.763195867,,0.764534884,,0.505050505,,0.609756098,,213,49,32,50,0.27
RF,200,1,side_effect_1,0,0.710308996,,0.74251497,,0.404494382,,0.52173913,,212,53,33,36,0.22
RF,200,1,side_effect_1,1,0.699084668,,0.551282051,,0.223529412,,0.826086957,,134,132,8,38,0.14
RF,200,1,side_effect_1,2,0.689713424,,0.671875,,0.341269841,,0.661538462,,172,83,22,43,0.13
RF,200,1,side_effect_1,3,0.734551976,,0.768072289,,0.379746835,,0.517241379,,225,49,28,30,0.32
RF,200,1,side_effect_1,4,0.793810991,,0.770083102,,0.420560748,,0.681818182,,233,62,21,45,0.27
RF,200,2,side_effect_1,0,0.730476939,,0.651026393,,0.267605634,,0.716981132,,184,104,15,38,0.18
RF,200,2,side_effect_1,1,0.78246875,,0.786624204,,0.482758621,,0.65625,,205,45,22,42,0.29
RF,200,2,side_effect_1,2,0.742261465,,0.775449102,,0.380434783,,0.660377358,,224,57,18,35,0.27
RF,200,2,side_effect_1,3,0.742942529,,0.712166172,,0.459016393,,0.643678161,,184,66,31,56,0.19
RF,200,2,side_effect_1,4,0.730508853,,0.576576577,,0.223529412,,0.808510638,,154,132,9,38,0.16
RF,200,3,side_effect_1,0,0.739583333,,0.662721893,,0.383561644,,0.7,,168,90,24,56,0.23
RF,200,3,side_effect_1,1,0.762998704,,0.841269841,,0.527272727,,0.547169811,,236,26,24,29,0.29
RF,200,3,side_effect_1,2,0.76919692,,0.706896552,,0.268292683,,0.733333333,,213,90,12,33,0.15
RF,200,3,side_effect_1,3,0.750251116,,0.72392638,,0.410714286,,0.657142857,,190,66,24,46,0.21
RF,200,3,side_effect_1,4,0.770671584,,0.78313253,,0.406976744,,0.625,,225,51,21,35,0.32
RF,200,4,side_effect_1,0,0.699469885,,0.634069401,,0.175572519,,0.741935484,,178,108,8,23,0.14
RF,200,4,side_effect_1,1,0.74241235,,0.679300292,,0.357142857,,0.714285714,,183,90,20,50,0.22
RF,200,4,side_effect_1,2,0.699533046,,0.803076923,,0.5,,0.4375,,233,28,36,28,0.28
RF,200,4,side_effect_1,3,0.771773574,,0.714285714,,0.449275362,,0.756097561,,178,76,20,62,0.29
RF,200,4,side_effect_1,4,0.756976962,,0.766272189,,0.380434783,,0.614035088,,224,57,22,35,0.2
RF,200,5,side_effect_1,0,0.739136302,,0.825714286,,0.533333333,,0.492307692,,257,28,33,32,0.26
RF,200,5,side_effect_1,1,0.71221374,,0.698757764,,0.341880342,,0.666666667,,185,77,20,40,0.16
RF,200,5,side_effect_1,2,0.807900691,,0.787301587,,0.504950495,,0.75,,197,50,17,51,0.24
RF,200,5,side_effect_1,3,0.69418362,,0.730769231,,0.305263158,,0.537037037,,218,66,25,29,0.24
RF,200,5,side_effect_1,4,0.7266768,,0.814371257,,0.456140351,,0.456140351,,246,31,31,26,0.31
RF,200,6,side_effect_1,0,0.626507887,,0.59202454,,0.26,,0.639344262,,154,111,22,39,0.2
RF,200,6,side_effect_1,1,0.786532864,,0.768292683,,0.431372549,,0.709677419,,208,58,18,44,0.29
RF,200,6,side_effect_1,2,0.7591584,,0.822674419,,0.448717949,,0.660377358,,248,43,18,35,0.24
RF,200,6,side_effect_1,3,0.779936648,,0.65625,,0.380368098,,0.873239437,,148,101,9,62,0.11
RF,200,6,side_effect_1,4,0.784995058,,0.797653959,,0.423076923,,0.578947368,,239,45,24,33,0.2
RF,200,7,side_effect_1,0,0.675311005,,0.674698795,,0.285714286,,0.596491228,,190,85,23,34,0.19
RF,200,7,side_effect_1,1,0.771124918,,0.678678679,,0.308823529,,0.763636364,,184,94,13,42,0.2
RF,200,7,side_effect_1,2,0.832073522,,0.818181818,,0.564705882,,0.676056338,,222,37,23,48,0.33
RF,200,7,side_effect_1,3,0.742677443,,0.793548387,,0.532258065,,0.485294118,,213,29,35,33,0.29
RF,200,7,side_effect_1,4,0.705071146,,0.745762712,,0.309278351,,0.566037736,,234,67,23,30,0.27
RF,200,8,side_effect_1,0,0.752604167,,0.639498433,,0.324324324,,0.761904762,,156,100,15,48,0.12
RF,200,8,side_effect_1,1,0.756762799,,0.60518732,,0.301075269,,0.888888889,,154,130,7,56,0.17
RF,200,8,side_effect_1,2,0.741669759,,0.731481481,,0.317307692,,0.673469388,,204,71,16,33,0.19
RF,200,8,side_effect_1,3,0.788430281,,0.699404762,,0.425675676,,0.797468354,,172,85,16,63,0.18
RF,200,8,side_effect_1,4,0.65664311,,0.648648649,,0.244274809,,0.64,,184,99,18,32,0.18
RF,200,9,side_effect_1,0,0.693888889,,0.688235294,,0.347457627,,0.585714286,,193,77,29,41,0.21
RF,200,9,side_effect_1,1,0.772397661,,0.648484848,,0.255172414,,0.822222222,,177,108,8,37,0.19
RF,200,9,side_effect_1,2,0.686897082,,0.704142012,,0.327433628,,0.606557377,,201,76,24,37,0.29
RF,200,9,side_effect_1,3,0.833756274,,0.803680982,,0.524752475,,0.768115942,,209,48,16,53,0.3
RF,200,9,side_effect_1,4,0.801006754,,0.689230769,,0.345588235,,0.796610169,,177,89,12,47,0.17
LR,200,0,side_effect_1,0,0.708924485,,0.745762712,,0.4,,0.608695652,,222,63,27,42,0.19
LR,200,0,side_effect_1,1,0.727307692,,0.654545455,,0.360759494,,0.814285714,,159,101,13,57,0.17
LR,200,0,side_effect_1,2,0.69507728,,0.739263804,,0.244444444,,0.564102564,,219,68,17,22,0.17
LR,200,0,side_effect_1,3,0.735955056,,0.749216301,,0.35106383,,0.634615385,,206,61,19,33,0.21
LR,200,0,side_effect_1,4,0.649282095,,0.696969697,,0.37,,0.5,,193,63,37,37,0.32
LR,200,1,side_effect_1,0,0.720119028,,0.590361446,,0.318918919,,0.855072464,,137,126,10,59,0.11
LR,200,1,side_effect_1,1,0.741973983,,0.756838906,,0.415841584,,0.666666667,,207,59,21,42,0.2
LR,200,1,side_effect_1,2,0.63685052,,0.541795666,,0.202312139,,0.777777778,,140,138,10,35,0.12
LR,200,1,side_effect_1,3,0.721729209,,0.724242424,,0.339805825,,0.603448276,,204,68,23,35,0.24
LR,200,1,side_effect_1,4,0.687828187,,0.733333333,,0.381443299,,0.536231884,,216,60,32,37,0.18
LR,200,2,side_effect_1,0,0.678374363,,0.632716049,,0.355704698,,0.697368421,,152,96,23,53,0.2
LR,200,2,side_effect_1,1,0.669437076,,0.598159509,,0.291139241,,0.707692308,,149,112,19,46,0.19
LR,200,2,side_effect_1,2,0.716673352,,0.670694864,,0.290076336,,0.703703704,,184,93,16,38,0.16
LR,200,2,side_effect_1,3,0.695585904,,0.646884273,,0.288732394,,0.694915254,,177,101,18,41,0.15
LR,200,2,side_effect_1,4,0.71395189,,0.636363636,,0.246575342,,0.72,,181,110,14,36,0.13
LR,200,3,side_effect_1,0,0.729255971,,0.73030303,,0.295238095,,0.673913043,,210,74,15,31,0.17
LR,200,3,side_effect_1,1,0.656856187,,0.735849057,,0.369863014,,0.415384615,,207,46,38,27,0.32
LR,200,3,side_effect_1,2,0.751263736,,0.750724638,,0.405405405,,0.692307692,,214,66,20,45,0.23
LR,200,3,side_effect_1,3,0.685438948,,0.746987952,,0.404761905,,0.5,,214,50,34,34,0.24
LR,200,3,side_effect_1,4,0.721593674,,0.610778443,,0.286585366,,0.783333333,,157,117,13,47,0.09
LR,200,4,side_effect_1,0,0.662886725,,0.691131498,,0.324561404,,0.606557377,,189,77,24,37,0.22
LR,200,4,side_effect_1,1,0.653716216,,0.698224852,,0.372727273,,0.554054054,,195,69,33,41,0.13
LR,200,4,side_effect_1,2,0.753653577,,0.771159875,,0.433333333,,0.639344262,,207,51,22,39,0.28
LR,200,4,side_effect_1,3,0.824642749,,0.695783133,,0.293233083,,0.847826087,,192,94,7,39,0.15
LR,200,4,side_effect_1,4,0.698771668,,0.591836735,,0.275862069,,0.774193548,,155,126,14,48,0.09
LR,200,5,side_effect_1,0,0.712600467,,0.595679012,,0.27607362,,0.775862069,,148,118,13,45,0.11
LR,200,5,side_effect_1,1,0.710084034,,0.689855072,,0.296,,0.660714286,,201,88,19,37,0.09
LR,200,5,side_effect_1,2,0.685462287,,0.733532934,,0.340659341,,0.516666667,,214,60,29,31,0.26
LR,200,5,side_effect_1,3,0.724349263,,0.749235474,,0.340659341,,0.58490566,,214,60,22,31,0.22
LR,200,5,side_effect_1,4,0.673778602,,0.629179331,,0.350993377,,0.688311688,,154,98,24,53,0.12
LR,200,6,side_effect_1,0,0.758895783,,0.592592593,,0.252747253,,0.867924528,,162,136,7,46,0.06
LR,200,6,side_effect_1,1,0.739571374,,0.707641196,,0.401869159,,0.641791045,,170,64,24,43,0.17
LR,200,6,side_effect_1,2,0.739324619,,0.763313609,,0.428571429,,0.529411765,,222,48,32,36,0.26
LR,200,6,side_effect_1,3,0.64788976,,0.555223881,,0.262569832,,0.734375,,139,132,17,47,0.05
LR,200,6,side_effect_1,4,0.725927441,,0.700598802,,0.293103448,,0.653846154,,200,82,18,34,0.21
LR,200,7,side_effect_1,0,0.669849575,,0.684684685,,0.280701754,,0.581818182,,196,82,23,32,0.18
LR,200,7,side_effect_1,1,0.704767476,,0.579268293,,0.296089385,,0.815384615,,137,126,12,53,0.06
LR,200,7,side_effect_1,2,0.700691824,,0.618461538,,0.286666667,,0.716666667,,158,107,17,43,0.09
LR,200,7,side_effect_1,3,0.650440399,,0.706422018,,0.355140187,,0.584615385,,193,69,27,38,0.31
LR,200,7,side_effect_1,4,0.75007382,,0.598265896,,0.284946237,,0.898305085,,154,133,6,53,0.06
LR,200,8,side_effect_1,0,0.746420664,,0.647975078,,0.27972028,,0.8,,168,103,10,40,0.11
LR,200,8,side_effect_1,1,0.704739227,,0.62037037,,0.243243243,,0.765957447,,165,112,11,36,0.17
LR,200,8,side_effect_1,2,0.745744151,,0.718654434,,0.459016393,,0.682926829,,179,66,26,56,0.18
LR,200,8,side_effect_1,3,0.754759875,,0.780864198,,0.488636364,,0.623188406,,210,45,26,43,0.29
LR,200,8,side_effect_1,4,0.529432294,,0.674931129,,0.232758621,,0.482142857,,218,89,29,27,0.15
LR,200,9,side_effect_1,0,0.715933052,,0.755351682,,0.357142857,,0.535714286,,217,54,26,30,0.22
LR,200,9,side_effect_1,1,0.643895349,,0.714285714,,0.357142857,,0.546875,,195,63,29,35,0.23
LR,200,9,side_effect_1,2,0.701323706,,0.572700297,,0.264044944,,0.783333333,,146,131,13,47,0.04
LR,200,9,side_effect_1,3,0.659785714,,0.46969697,,0.20657277,,0.88,,111,169,6,44,0.08
LR,200,9,side_effect_1,4,0.67743394,,0.638483965,,0.337662338,,0.702702703,,167,102,22,52,0.14
Adaboost,200,0,side_effect_1,0,0.737767722,,0.671875,,0.348484848,,0.707692308,,169,86,19,46,0.47
Adaboost,200,0,side_effect_1,1,0.652134368,,0.484756098,,0.260089686,,0.935483871,,101,165,4,58,0.39
Adaboost,200,0,side_effect_1,2,0.649402287,,0.781163435,,0.387096774,,0.369230769,,258,38,41,24,0.5
Adaboost,200,0,side_effect_1,3,0.659417972,,0.632716049,,0.282608696,,0.661016949,,166,99,20,39,0.47
Adaboost,200,0,side_effect_1,4,0.684843458,,0.711656442,,0.297029703,,0.566037736,,202,71,23,30,0.48
Adaboost,200,1,side_effect_1,0,0.593639576,,0.445121951,,0.169082126,,0.777777778,,111,172,10,35,0.45
Adaboost,200,1,side_effect_1,1,0.645528792,,0.550295858,,0.25136612,,0.754098361,,140,137,15,46,0.45
Adaboost,200,1,side_effect_1,2,0.613153595,,0.775,,0.46,,0.338235294,,225,27,45,23,0.5
Adaboost,200,1,side_effect_1,3,0.672214674,,0.726153846,,0.4,,0.579710145,,196,60,29,40,0.48
Adaboost,200,1,side_effect_1,4,0.730564917,,0.557471264,,0.256544503,,0.803278689,,145,142,12,49,0.44
Adaboost,200,2,side_effect_1,0,0.682350852,,0.48757764,,0.269767442,,0.878787879,,99,157,8,58,0.29
Adaboost,200,2,side_effect_1,1,0.645281863,,0.545180723,,0.256684492,,0.8,,133,139,12,48,0.46
Adaboost,200,2,side_effect_1,2,0.63702877,,0.702194357,,0.326086957,,0.476190476,,194,62,33,30,0.48
Adaboost,200,2,side_effect_1,3,0.655860483,,0.61849711,,0.290322581,,0.671641791,,169,110,22,45,0.46
Adaboost,200,2,side_effect_1,4,0.539561929,,0.520588235,,0.17877095,,0.666666667,,145,147,16,32,0.48
Adaboost,200,3,side_effect_1,0,0.551011753,,0.707692308,,0.322222222,,0.46031746,,201,61,34,29,0.49
Adaboost,200,3,side_effect_1,1,0.585052001,,0.717647059,,0.298850575,,0.426229508,,218,61,35,26,0.49
Adaboost,200,3,side_effect_1,2,0.671694712,,0.657407407,,0.299145299,,0.546875,,178,82,29,35,0.48
Adaboost,200,3,side_effect_1,3,0.678689065,,0.550769231,,0.305263158,,0.805555556,,121,132,14,58,0.45
Adaboost,200,3,side_effect_1,4,0.687858653,,0.565217391,,0.198863636,,0.795454545,,160,141,9,35,0.47
Adaboost,200,4,side_effect_1,0,0.634273304,,0.815873016,,0.46875,,0.267857143,,242,17,41,15,0.53
Adaboost,200,4,side_effect_1,1,0.639443889,,0.62195122,,0.189393939,,0.595238095,,179,107,17,25,0.47
Adaboost,200,4,side_effect_1,2,0.64161681,,0.668604651,,0.352,,0.571428571,,186,81,33,44,0.47
Adaboost,200,4,side_effect_1,3,0.645459402,,0.78313253,,0.5,,0.388888889,,232,28,44,28,0.5
Adaboost,200,4,side_effect_1,4,0.589858037,,0.561764706,,0.219512195,,0.631578947,,155,128,21,36,0.46
Adaboost,200,5,side_effect_1,0,0.626357466,,0.719512195,,0.366666667,,0.485294118,,203,57,35,33,0.49
Adaboost,200,5,side_effect_1,1,0.679024004,,0.565982405,,0.263157895,,0.862068966,,143,140,8,50,0.46
Adaboost,200,5,side_effect_1,2,0.693317802,,0.724035608,,0.387755102,,0.535211268,,206,60,33,38,0.49
Adaboost,200,5,side_effect_1,3,0.569466549,,0.555214724,,0.243589744,,0.584615385,,143,118,27,38,0.46
Adaboost,200,5,side_effect_1,4,0.577443609,,0.74617737,,0.219178082,,0.380952381,,228,57,26,16,0.48
Adaboost,200,6,side_effect_1,0,0.661410788,,0.756756757,,0.38028169,,0.490909091,,197,44,28,27,0.49
Adaboost,200,6,side_effect_1,1,0.561430266,,0.584302326,,0.222222222,,0.507936508,,169,112,31,32,0.48
Adaboost,200,6,side_effect_1,2,0.560713382,,0.77675841,,0.347826087,,0.271186441,,238,30,43,16,0.49
Adaboost,200,6,side_effect_1,3,0.789050966,,0.777456647,,0.404255319,,0.644067797,,231,56,21,38,0.47
Adaboost,200,6,side_effect_1,4,0.676787981,,0.731213873,,0.365591398,,0.5,,219,59,34,34,0.49
Adaboost,200,7,side_effect_1,0,0.723315642,,0.678233438,,0.296,,0.725490196,,178,88,14,37,0.49
Adaboost,200,7,side_effect_1,1,0.673138622,,0.643504532,,0.318518519,,0.623188406,,170,92,26,43,0.46
Adaboost,200,7,side_effect_1,2,0.694582642,,0.714285714,,0.31372549,,0.592592593,,198,70,22,32,0.47
Adaboost,200,7,side_effect_1,3,0.698522216,,0.732352941,,0.426966292,,0.487179487,,211,51,40,38,0.48
Adaboost,200,7,side_effect_1,4,0.699041699,,0.659025788,,0.248120301,,0.634615385,,197,100,19,33,0.46
Adaboost,200,8,side_effect_1,0,0.59397186,,0.482539683,,0.239795918,,0.770491803,,105,149,14,47,0.44
Adaboost,200,8,side_effect_1,1,0.643028715,,0.650455927,,0.319672131,,0.549295775,,175,83,32,39,0.47
Adaboost,200,8,side_effect_1,2,0.639583333,,0.694444444,,0.310679612,,0.533333333,,193,71,28,32,0.48
Adaboost,200,8,side_effect_1,3,0.639261745,,0.605263158,,0.19047619,,0.636363636,,179,119,16,28,0.46
Adaboost,200,8,side_effect_1,4,0.730008373,,0.70773639,,0.371212121,,0.720588235,,198,83,19,49,0.47
Adaboost,200,9,side_effect_1,0,0.611764706,,0.655279503,,0.225225225,,0.5,,186,86,25,25,0.47
Adaboost,200,9,side_effect_1,1,0.598556235,,0.728915663,,0.352112676,,0.362318841,,217,46,44,25,0.49
Adaboost,200,9,side_effect_1,2,0.67879257,,0.694610778,,0.345454545,,0.558823529,,194,72,30,38,0.48
Adaboost,200,9,side_effect_1,3,0.609506173,,0.766666667,,0.365079365,,0.383333333,,230,40,37,23,0.5
Adaboost,200,9,side_effect_1,4,0.604027675,,0.788856305,,0.363636364,,0.350877193,,249,35,37,20,0.5
MLP,200,0,side_effect_1,0,0.585806622,,0.708978328,,0.301075269,,0.49122807,,201,65,29,28,0.25
MLP,200,0,side_effect_1,1,0.740671846,,0.700934579,,0.409836066,,0.675675676,,175,72,24,50,0.07
MLP,200,0,side_effect_1,2,0.404978922,,0.203647416,,0.203647416,,1,,0,262,0,67,0
MLP,200,0,side_effect_1,3,0.348597207,,0.172106825,,0.172106825,,1,,0,279,0,58,0
MLP,200,0,side_effect_1,4,0.548795681,,0.859598854,,0.333333333,,0.020833333,,299,2,47,1,0.1
MLP,200,1,side_effect_1,0,0.560008944,,0.200598802,,0.200598802,,1,,0,267,0,67,0
MLP,200,1,side_effect_1,1,0.739564114,,0.782089552,,0.432835821,,0.453125,,233,38,35,29,0.06
MLP,200,1,side_effect_1,2,0.584270463,,0.151057402,,0.151057402,,1,,0,281,0,50,0
MLP,200,1,side_effect_1,3,0.644677661,,0.793413174,,0.409836066,,0.431034483,,240,36,33,25,0.16
MLP,200,1,side_effect_1,4,0.569349112,,0.2,,0.2,,1,,0,260,0,65,0
MLP,200,2,side_effect_1,0,0.677139946,,0.791176471,,0.444444444,,0.4375,,241,35,36,28,0.41
MLP,200,2,side_effect_1,1,0.362867794,,0.1829653,,0.1829653,,1,,0,259,0,58,0
MLP,200,2,side_effect_1,2,0.622000738,,0.598130841,,0.267605634,,0.603174603,,154,104,25,38,0.01
MLP,200,2,side_effect_1,3,0.504180602,,0.209726444,,0.209726444,,1,,0,260,0,69,0
MLP,200,2,side_effect_1,4,0.747483444,,0.678977273,,0.266666667,,0.72,,203,99,14,36,0.01
MLP,200,3,side_effect_1,0,0.632404181,,0.138138138,,0.138138138,,1,,0,287,0,46,0
MLP,200,3,side_effect_1,1,0.567297297,,0.73699422,,0.219178082,,0.32,,239,57,34,16,0.19
MLP,200,3,side_effect_1,2,0.639076758,,0.203539823,,0.203539823,,1,,0,270,0,69,0
MLP,200,3,side_effect_1,3,0.426209203,,0.217532468,,0.217532468,,1,,0,241,0,67,0
MLP,200,3,side_effect_1,4,0.641070668,,0.717717718,,0.375,,0.458333333,,206,55,39,33,0.21
MLP,200,4,side_effect_1,0,0.691655044,,0.694533762,,0.376344086,,0.486111111,,181,58,37,35,0.02
MLP,200,4,side_effect_1,1,0.675684022,,0.753125,,0.378787879,,0.396825397,,216,41,38,25,0.05
MLP,200,4,side_effect_1,2,0.632110028,,0.650306748,,0.25203252,,0.58490566,,181,92,22,31,0.03
MLP,200,4,side_effect_1,3,0.539042499,,0.671641791,,0.224489796,,0.392857143,,203,76,34,22,0.04
MLP,200,4,side_effect_1,4,0.627470141,,0.757493188,,0.320987654,,0.433333333,,252,55,34,26,0.14
MLP,200,5,side_effect_1,0,0.641277509,,0.203539823,,0.203539823,,1,,0,270,0,69,0
MLP,200,5,side_effect_1,1,0.695924225,,0.76146789,,0.422535211,,0.447761194,,219,41,37,30,0.46
MLP,200,5,side_effect_1,2,0.641899805,,0.752186589,,0.289473684,,0.41509434,,236,54,31,22,0.1
MLP,200,5,side_effect_1,3,0.675231934,,0.8125,,0.833333333,,0.078125,,255,1,59,5,0.16
MLP,200,5,side_effect_1,4,0.506079134,,0.624242424,,0.171171171,,0.37254902,,187,92,32,19,0.05
MLP,200,6,side_effect_1,0,0.6805718,,0.159292035,,0.159292035,,1,,0,285,0,54,0
MLP,200,6,side_effect_1,1,0.476868327,,0.153614458,,0.153614458,,1,,0,281,0,51,0
MLP,200,6,side_effect_1,2,0.696921642,,0.698051948,,0.221052632,,0.525,,194,74,19,21,0.05
MLP,200,6,side_effect_1,3,0.637515843,,0.614925373,,0.306122449,,0.625,,161,102,27,45,0.02
MLP,200,6,side_effect_1,4,0.686848436,,0.695652174,,0.419642857,,0.540229885,,193,65,40,47,0.05
MLP,200,7,side_effect_1,0,0.564230898,,0.670588235,,0.340206186,,0.407407407,,195,64,48,33,0.06
MLP,200,7,side_effect_1,1,0.776859504,,0.753246753,,0.387096774,,0.654545455,,196,57,19,36,0.06
MLP,200,7,side_effect_1,2,0.536247512,,0.13836478,,0.13836478,,1,,0,274,0,44,0
MLP,200,7,side_effect_1,3,0.692751892,,0.623931624,,0.3125,,0.694444444,,169,110,22,50,0.01
MLP,200,7,side_effect_1,4,0.511803714,,0.152046784,,0.152046784,,1,,0,290,0,52,0
MLP,200,8,side_effect_1,0,0.506571331,,0.170807453,,0.170807453,,1,,0,267,0,55,0
MLP,200,8,side_effect_1,1,0.600421989,,0.795857988,,0.4,,0.15625,,259,15,54,10,0.68
MLP,200,8,side_effect_1,2,0.701726568,,0.798045603,,0.358208955,,0.558139535,,221,43,19,24,0.54
MLP,200,8,side_effect_1,3,0.674390182,,0.657894737,,0.319672131,,0.534246575,,186,83,34,39,0.01
MLP,200,8,side_effect_1,4,0.274898138,,0.197142857,,0.197142857,,1,,0,281,0,69,0
MLP,200,9,side_effect_1,0,0.678176067,,0.694189602,,0.29245283,,0.553571429,,196,75,25,31,0.04
MLP,200,9,side_effect_1,1,0.678292011,,0.712609971,,0.354545455,,0.590909091,,204,71,27,39,0.03
MLP,200,9,side_effect_1,2,0.611842105,,0.687687688,,0.214285714,,0.4375,,208,77,27,21,0.03
MLP,200,9,side_effect_1,3,0.763643769,,0.673076923,,0.338235294,,0.793103448,,164,90,12,46,0.01
MLP,200,9,side_effect_1,4,0.586939571,,0.789017341,,0.666666667,,0.078947368,,267,3,70,6,0.87
RF,160,0,side_effect_1,0,0.800795455,,0.687315634,,0.354166667,,0.796875,,182,93,13,51,0.16
RF,160,0,side_effect_1,1,0.753146555,,0.8125,,0.4,,0.571428571,,245,42,21,28,0.25
RF,160,0,side_effect_1,2,0.670175906,,0.654178674,,0.303703704,,0.611940299,,186,94,26,41,0.19
RF,160,0,side_effect_1,3,0.768025565,,0.773770492,,0.494252874,,0.632352941,,193,44,25,43,0.23
RF,160,0,side_effect_1,4,0.776332816,,0.795180723,,0.425,,0.607142857,,230,46,22,34,0.24
RF,160,1,side_effect_1,0,0.767319787,,0.7696793,,0.495049505,,0.641025641,,214,51,28,50,0.22
RF,160,1,side_effect_1,1,0.788936492,,0.669871795,,0.361702128,,0.796875,,158,90,13,51,0.16
RF,160,1,side_effect_1,2,0.675101215,,0.72555205,,0.34375,,0.578947368,,197,63,24,33,0.26
RF,160,1,side_effect_1,3,0.702962803,,0.706231454,,0.274336283,,0.645833333,,207,82,17,31,0.24
RF,160,1,side_effect_1,4,0.661966349,,0.742857143,,0.326315789,,0.543859649,,229,64,26,31,0.22
RF,160,2,side_effect_1,0,0.788483796,,0.763157895,,0.366336634,,0.685185185,,224,64,17,37,0.2
RF,160,2,side_effect_1,1,0.741090682,,0.750750751,,0.412371134,,0.606060606,,210,57,26,40,0.32
RF,160,2,side_effect_1,2,0.760390251,,0.630769231,,0.282051282,,0.846153846,,161,112,8,44,0.2
RF,160,2,side_effect_1,3,0.671658986,,0.738853503,,0.38372093,,0.532258065,,199,53,29,33,0.17
RF,160,2,side_effect_1,4,0.725922078,,0.573913043,,0.304568528,,0.857142857,,138,137,10,60,0.12
RF,160,3,side_effect_1,0,0.774596491,,0.850746269,,0.5,,0.52,,259,26,24,26,0.3
RF,160,3,side_effect_1,1,0.781353459,,0.680124224,,0.390410959,,0.802816901,,162,89,14,57,0.21
RF,160,3,side_effect_1,2,0.727394636,,0.81570997,,0.581818182,,0.457142857,,238,23,38,32,0.31
RF,160,3,side_effect_1,3,0.695006547,,0.735735736,,0.355555556,,0.516129032,,213,58,30,32,0.28
RF,160,3,side_effect_1,4,0.760675002,,0.798816568,,0.383561644,,0.549019608,,242,45,23,28,0.27
RF,160,4,side_effect_1,0,0.703045846,,0.763313609,,0.363636364,,0.571428571,,226,56,24,32,0.31
RF,160,4,side_effect_1,1,0.749043298,,0.75074184,,0.418367347,,0.602941176,,212,57,27,41,0.28
RF,160,4,side_effect_1,2,0.756854918,,0.710691824,,0.351351351,,0.661016949,,187,72,20,39,0.18
RF,160,4,side_effect_1,3,0.757619243,,0.787692308,,0.411764706,,0.648148148,,221,50,19,35,0.26
RF,160,4,side_effect_1,4,0.78107637,,0.730205279,,0.393162393,,0.686567164,,203,71,21,46,0.13
RF,160,5,side_effect_1,0,0.784005599,,0.726443769,,0.359649123,,0.706896552,,198,73,17,41,0.25
RF,160,5,side_effect_1,1,0.749364272,,0.752840909,,0.403669725,,0.666666667,,221,65,22,44,0.26
RF,160,5,side_effect_1,2,0.76172973,,0.706790123,,0.419847328,,0.743243243,,174,76,19,55,0.2
RF,160,5,side_effect_1,3,0.696124918,,0.788819876,,0.333333333,,0.545454545,,230,48,20,24,0.3
RF,160,5,side_effect_1,4,0.712992832,,0.656626506,,0.314285714,,0.709677419,,174,96,18,44,0.14
RF,160,6,side_effect_1,0,0.765613631,,0.698170732,,0.358778626,,0.758064516,,182,84,15,47,0.18
RF,160,6,side_effect_1,1,0.759420113,,0.689969605,,0.34351145,,0.737704918,,182,86,16,45,0.2
RF,160,6,side_effect_1,2,0.748176223,,0.811594203,,0.476923077,,0.5,,249,34,31,31,0.27
RF,160,6,side_effect_1,3,0.763980928,,0.568253968,,0.232142857,,0.847826087,,140,129,7,39,0.17
