model,data_num,iter,side_effect,test_fold,auc,,acc,,precision,,recall,,tn,fp,fn,tp,cutoff point
LR,320,6,side_effect_1,0,0.709500805,,0.737463127,,0.401960784,,0.594202899,,209,61,28,41,0.26
LR,320,6,side_effect_1,1,0.767662787,,0.75872093,,0.365384615,,0.690909091,,223,66,17,38,0.21
LR,320,6,side_effect_1,2,0.711649832,,0.626139818,,0.277419355,,0.796296296,,163,112,11,43,0.11
LR,320,6,side_effect_1,3,0.75390625,,0.571884984,,0.282485876,,0.877192982,,129,127,7,50,0.13
LR,320,6,side_effect_1,4,0.696910036,,0.568862275,,0.299465241,,0.811594203,,134,131,13,56,0.11
LR,320,7,side_effect_1,0,0.714571715,,0.607028754,,0.274509804,,0.777777778,,148,111,12,42,0.09
LR,320,7,side_effect_1,1,0.716566005,,0.770642202,,0.407894737,,0.508196721,,221,45,30,31,0.36
LR,320,7,side_effect_1,2,0.729411765,,0.696319018,,0.388888889,,0.690140845,,178,77,22,49,0.16
LR,320,7,side_effect_1,3,0.751115005,,0.680597015,,0.25,,0.744186047,,196,96,11,32,0.2
LR,320,7,side_effect_1,4,0.763062426,,0.734636872,,0.416666667,,0.666666667,,213,70,25,50,0.23
LR,320,8,side_effect_1,0,0.694448143,,0.624605678,,0.286713287,,0.706896552,,157,102,17,41,0.16
LR,320,8,side_effect_1,1,0.74120042,,0.767857143,,0.372340426,,0.648148148,,223,59,19,35,0.18
LR,320,8,side_effect_1,2,0.763751584,,0.693498452,,0.348837209,,0.75,,179,84,15,45,0.09
LR,320,8,side_effect_1,3,0.739217228,,0.614457831,,0.299401198,,0.819672131,,154,117,11,50,0.1
LR,320,8,side_effect_1,4,0.773692153,,0.783475783,,0.475728155,,0.690140845,,226,54,22,49,0.18
LR,320,9,side_effect_1,0,0.751160802,,0.649681529,,0.355263158,,0.818181818,,150,98,12,54,0.14
LR,320,9,side_effect_1,1,0.664979757,,0.676557864,,0.26446281,,0.615384615,,196,89,20,32,0.18
LR,320,9,side_effect_1,2,0.691264099,,0.68597561,,0.371681416,,0.567567568,,183,71,32,42,0.16
LR,320,9,side_effect_1,3,0.722685512,,0.717717718,,0.3,,0.66,,206,77,17,33,0.24
LR,320,9,side_effect_1,4,0.752744765,,0.708933718,,0.346456693,,0.709677419,,202,83,18,44,0.13
Adaboost,320,0,side_effect_1,0,0.624409449,,0.709876543,,0.357142857,,0.428571429,,200,54,40,30,0.49
Adaboost,320,0,side_effect_1,1,0.753853065,,0.708588957,,0.322033898,,0.716981132,,193,80,15,38,0.49
Adaboost,320,0,side_effect_1,2,0.687228153,,0.747093023,,0.369565217,,0.53968254,,223,58,29,34,0.49
Adaboost,320,0,side_effect_1,3,0.599658962,,0.652567976,,0.260504202,,0.534482759,,185,88,27,31,0.48
Adaboost,320,0,side_effect_1,4,0.683576642,,0.71257485,,0.32,,0.533333333,,206,68,28,32,0.49
Adaboost,320,1,side_effect_1,0,0.657267999,,0.459537572,,0.239316239,,0.861538462,,103,178,9,56,0.46
Adaboost,320,1,side_effect_1,1,0.665888793,,0.774096386,,0.428571429,,0.461538462,,227,40,35,30,0.49
Adaboost,320,1,side_effect_1,2,0.605653284,,0.724137931,,0.283950617,,0.433962264,,208,58,30,23,0.49
Adaboost,320,1,side_effect_1,3,0.654597701,,0.685358255,,0.318584071,,0.6,,184,77,24,36,0.49
Adaboost,320,1,side_effect_1,4,0.736797424,,0.560117302,,0.274111675,,0.885245902,,137,143,7,54,0.48
Adaboost,320,2,side_effect_1,0,0.604422604,,0.757961783,,0.338461538,,0.4,,216,43,33,22,0.49
Adaboost,320,2,side_effect_1,1,0.556458898,,0.688073394,,0.352112676,,0.308641975,,200,46,56,25,0.49
Adaboost,320,2,side_effect_1,2,0.630909558,,0.694610778,,0.27,,0.482142857,,205,73,29,27,0.49
Adaboost,320,2,side_effect_1,3,0.562573099,,0.494152047,,0.197916667,,0.666666667,,131,154,19,38,0.47
Adaboost,320,2,side_effect_1,4,0.715235984,,0.707602339,,0.307692308,,0.654545455,,206,81,19,36,0.48
Adaboost,320,3,side_effect_1,0,0.658799587,,0.75443787,,0.342105263,,0.440677966,,229,50,33,26,0.49
Adaboost,320,3,side_effect_1,1,0.712727273,,0.631097561,,0.267123288,,0.735849057,,168,107,14,39,0.48
Adaboost,320,3,side_effect_1,2,0.725353925,,0.815047022,,0.510204082,,0.416666667,,235,24,35,25,0.5
Adaboost,320,3,side_effect_1,3,0.640953047,,0.513677812,,0.231578947,,0.75862069,,125,146,14,44,0.47
Adaboost,320,3,side_effect_1,4,0.696120475,,0.660869565,,0.34965035,,0.675675676,,178,93,24,50,0.48
Adaboost,320,4,side_effect_1,0,0.634920635,,0.598746082,,0.219858156,,0.632653061,,160,110,18,31,0.48
Adaboost,320,4,side_effect_1,1,0.665410878,,0.458333333,,0.239130435,,0.887096774,,99,175,7,55,0.46
Adaboost,320,4,side_effect_1,2,0.718996416,,0.548192771,,0.270833333,,0.838709677,,130,140,10,52,0.47
Adaboost,320,4,side_effect_1,3,0.678822524,,0.555555556,,0.251428571,,0.771929825,,136,131,13,44,0.48
Adaboost,320,4,side_effect_1,4,0.520442888,,0.752873563,,0.3125,,0.135135135,,252,22,64,10,0.5
Adaboost,320,5,side_effect_1,0,0.667192982,,0.652173913,,0.279411765,,0.633333333,,187,98,22,38,0.48
Adaboost,320,5,side_effect_1,1,0.684175642,,0.73006135,,0.412371134,,0.563380282,,198,57,31,40,0.48
Adaboost,320,5,side_effect_1,2,0.71317402,,0.545180723,,0.264248705,,0.85,,130,142,9,51,0.46
Adaboost,320,5,side_effect_1,3,0.625096525,,0.647416413,,0.314516129,,0.557142857,,174,85,31,39,0.48
Adaboost,320,5,side_effect_1,4,0.687602358,,0.770642202,,0.30952381,,0.604651163,,226,58,17,26,0.49
Adaboost,320,6,side_effect_1,0,0.629789272,,0.738019169,,0.333333333,,0.576923077,,201,60,22,30,0.49
Adaboost,320,6,side_effect_1,1,0.658797554,,0.620588235,,0.284768212,,0.671875,,168,108,21,43,0.48
Adaboost,320,6,side_effect_1,2,0.674147813,,0.74375,,0.38961039,,0.461538462,,208,47,35,30,0.49
Adaboost,320,6,side_effect_1,3,0.696464002,,0.771929825,,0.302631579,,0.479166667,,241,53,25,23,0.49
Adaboost,320,6,side_effect_1,4,0.692961586,,0.73255814,,0.404494382,,0.48,,216,53,39,36,0.49
Adaboost,320,7,side_effect_1,0,0.761565836,,0.75739645,,0.365591398,,0.596491228,,222,59,23,34,0.49
Adaboost,320,7,side_effect_1,1,0.684578021,,0.625377644,,0.291390728,,0.721311475,,163,107,17,44,0.48
Adaboost,320,7,side_effect_1,2,0.719175928,,0.614678899,,0.345679012,,0.736842105,,145,106,20,56,0.48
Adaboost,320,7,side_effect_1,3,0.628928571,,0.763636364,,0.305555556,,0.44,,230,50,28,22,0.49
Adaboost,320,7,side_effect_1,4,0.694566545,,0.615615616,,0.276315789,,0.7,,163,110,18,42,0.48
Adaboost,320,8,side_effect_1,0,0.657477838,,0.643712575,,0.304347826,,0.646153846,,173,96,23,42,0.48
Adaboost,320,8,side_effect_1,1,0.606920921,,0.680351906,,0.261682243,,0.482758621,,204,79,30,28,0.48
Adaboost,320,8,side_effect_1,2,0.532876623,,0.813084112,,0.472222222,,0.293103448,,244,19,41,17,0.5
Adaboost,320,8,side_effect_1,3,0.618513497,,0.694189602,,0.303030303,,0.491803279,,197,69,31,30,0.49
Adaboost,320,8,side_effect_1,4,0.645808806,,0.651785714,,0.283464567,,0.580645161,,183,91,26,36,0.48
Adaboost,320,9,side_effect_1,0,0.712270133,,0.636923077,,0.358108108,,0.697368421,,154,95,23,53,0.48
Adaboost,320,9,side_effect_1,1,0.679302121,,0.714733542,,0.350515464,,0.548387097,,194,63,28,34,0.49
Adaboost,320,9,side_effect_1,2,0.694275226,,0.588059701,,0.202531646,,0.727272727,,165,126,12,32,0.48
Adaboost,320,9,side_effect_1,3,0.632361907,,0.768545994,,0.349206349,,0.372881356,,237,41,37,22,0.49
Adaboost,320,9,side_effect_1,4,0.617346939,,0.635568513,,0.2578125,,0.523809524,,185,95,30,33,0.48
MLP,320,0,side_effect_1,0,0.668888129,,0.626506024,,0.304054054,,0.681818182,,163,103,21,45,0.02
MLP,320,0,side_effect_1,1,0.622686284,,0.159609121,,0.159609121,,1,,0,258,0,49,0
MLP,320,0,side_effect_1,2,0.721609477,,0.683139535,,0.356589147,,0.638888889,,189,83,26,46,0.03
MLP,320,0,side_effect_1,3,0.689539627,,0.724550898,,0.284313725,,0.604166667,,213,73,19,29,0.11
MLP,320,0,side_effect_1,4,0.69501513,,0.66374269,,0.335714286,,0.68115942,,180,93,22,47,0.2
MLP,320,1,side_effect_1,0,0.664252543,,0.646706587,,0.313432836,,0.617647059,,174,92,26,42,0.13
MLP,320,1,side_effect_1,1,0.681216931,,0.668711656,,0.290322581,,0.642857143,,182,88,20,36,0.12
MLP,320,1,side_effect_1,2,0.707063887,,0.7,,0.245614035,,0.682926829,,203,86,13,28,0.29
MLP,320,1,side_effect_1,3,0.613075658,,0.699680511,,0.301075269,,0.49122807,,191,65,29,28,0.15
MLP,320,1,side_effect_1,4,0.607575218,,0.570224719,,0.306010929,,0.682926829,,147,127,26,56,0.01
MLP,320,2,side_effect_1,0,0.710866719,,0.619318182,,0.299401198,,0.746268657,,168,117,17,50,0.03
MLP,320,2,side_effect_1,1,0.624608968,,0.75,,0.385714286,,0.385714286,,231,43,43,27,0.31
MLP,320,2,side_effect_1,2,0.67696415,,0.603603604,,0.267080745,,0.754385965,,158,118,14,43,0.02
MLP,320,2,side_effect_1,3,0.577093195,,0.823717949,,0.3125,,0.102040816,,252,11,44,5,0.01
MLP,320,2,side_effect_1,4,0.634241245,,0.597484277,,0.268965517,,0.639344262,,151,106,22,39,0.07
MLP,320,3,side_effect_1,0,0.655912123,,0.598820059,,0.278787879,,0.73015873,,157,119,17,46,0.09
MLP,320,3,side_effect_1,1,0.726566516,,0.729885057,,0.351351351,,0.639344262,,215,72,22,39,0.15
MLP,320,3,side_effect_1,2,0.755133813,,0.709580838,,0.276785714,,0.659574468,,206,81,16,31,0.12
MLP,320,3,side_effect_1,3,0.68920373,,0.633757962,,0.344370861,,0.764705882,,147,99,16,52,0.05
MLP,320,3,side_effect_1,4,0.59037719,,0.74691358,,0.360655738,,0.338461538,,220,39,43,22,0.15
MLP,320,4,side_effect_1,0,0.618629908,,0.696048632,,0.32038835,,0.523809524,,196,70,30,33,0.18
MLP,320,4,side_effect_1,1,0.635024155,,0.660714286,,0.278688525,,0.566666667,,188,88,26,34,0.13
MLP,320,4,side_effect_1,2,0.719862227,,0.684375,,0.286956522,,0.634615385,,186,82,19,33,0.05
MLP,320,4,side_effect_1,3,0.707285622,,0.706231454,,0.310344828,,0.654545455,,202,80,19,36,0.04
MLP,320,4,side_effect_1,4,0.577895386,,0.700296736,,0.235294118,,0.162162162,,224,39,62,12,0.01
MLP,320,5,side_effect_1,0,0.650596073,,0.781065089,,0.403225806,,0.403225806,,239,37,37,25,0.27
MLP,320,5,side_effect_1,1,0.703846154,,0.633540373,,0.264285714,,0.711538462,,167,103,15,37,0.11
MLP,320,5,side_effect_1,2,0.722742405,,0.790560472,,0.506024096,,0.583333333,,226,41,30,42,0.32
MLP,320,5,side_effect_1,3,0.687698413,,0.754601227,,0.357142857,,0.535714286,,216,54,26,30,0.07
MLP,320,5,side_effect_1,4,0.629921727,,0.688622754,,0.3125,,0.564516129,,195,77,27,35,0.14
MLP,320,6,side_effect_1,0,0.657363105,,0.728358209,,0.215053763,,0.526315789,,224,73,18,20,0.22
MLP,320,6,side_effect_1,1,0.622579272,,0.658536585,,0.324074074,,0.472972973,,181,73,39,35,0.1
MLP,320,6,side_effect_1,2,0.673136646,,0.751572327,,0.25974026,,0.476190476,,219,57,22,20,0.39
MLP,320,6,side_effect_1,3,0.620722222,,0.708074534,,0.369047619,,0.430555556,,197,53,41,31,0.12
MLP,320,6,side_effect_1,4,0.673814794,,0.671348315,,0.361702128,,0.653846154,,188,90,27,51,0.1
MLP,320,7,side_effect_1,0,0.65771491,,0.726153846,,0.298850575,,0.481481481,,210,61,28,26,0.27
MLP,320,7,side_effect_1,1,0.520115546,,0.195402299,,0.195402299,,1,,0,280,0,68,0
MLP,320,7,side_effect_1,2,0.506331976,,0.767371601,,0.291666667,,0.104477612,,247,17,60,7,0.01
MLP,320,7,side_effect_1,3,0.699190647,,0.817365269,,0.448979592,,0.392857143,,251,27,34,22,0.5
MLP,320,7,side_effect_1,4,0.651442619,,0.183800623,,0.183800623,,1,,0,262,0,59,0
MLP,320,8,side_effect_1,0,0.723576799,,0.710280374,,0.423423423,,0.618421053,,181,64,29,47,0.06
MLP,320,8,side_effect_1,1,0.680455752,,0.548780488,,0.245810056,,0.771929825,,136,135,13,44,0.05
MLP,320,8,side_effect_1,2,0.622322873,,0.708333333,,0.268817204,,0.454545455,,213,68,30,25,0.05
MLP,320,8,side_effect_1,3,0.705089908,,0.763473054,,0.402439024,,0.523809524,,222,49,30,33,0.1
MLP,320,8,side_effect_1,4,0.665110775,,0.732352941,,0.284090909,,0.471698113,,224,63,28,25,0.18
MLP,320,9,side_effect_1,0,0.694238735,,0.68338558,,0.338842975,,0.661290323,,177,80,21,41,0.22
MLP,320,9,side_effect_1,1,0.739492958,,0.741433022,,0.441176471,,0.633802817,,193,57,26,45,0.07
MLP,320,9,side_effect_1,2,0.607706442,,0.629179331,,0.310606061,,0.569444444,,166,91,31,41,0.17
MLP,320,9,side_effect_1,3,0.56291903,,0.837837838,,0.5625,,0.160714286,,270,7,47,9,0.6
MLP,320,9,side_effect_1,4,0.571915272,,0.801120448,,0.240740741,,0.302325581,,273,41,30,13,0.04
RF,280,0,side_effect_1,0,0.74818864,,0.778816199,,0.425,,0.576271186,,216,46,25,34,0.22
RF,280,0,side_effect_1,1,0.742141163,,0.683890578,,0.270491803,,0.6875,,192,89,15,33,0.21
RF,280,0,side_effect_1,2,0.811767229,,0.728971963,,0.355371901,,0.826923077,,191,78,9,43,0.17
RF,280,0,side_effect_1,3,0.781314537,,0.689855072,,0.433962264,,0.802325581,,169,90,17,69,0.18
RF,280,0,side_effect_1,4,0.711864407,,0.731778426,,0.345794393,,0.627118644,,214,70,22,37,0.24
RF,280,1,side_effect_1,0,0.791437468,,0.716088328,,0.46875,,0.731707317,,167,68,22,60,0.17
RF,280,1,side_effect_1,1,0.74801215,,0.610429448,,0.214285714,,0.846153846,,166,121,6,33,0.19
RF,280,1,side_effect_1,2,0.72431196,,0.676470588,,0.259541985,,0.723404255,,196,97,13,34,0.24
RF,280,1,side_effect_1,3,0.748266522,,0.776435045,,0.48,,0.507042254,,221,39,35,36,0.3
RF,280,1,side_effect_1,4,0.693461538,,0.608695652,,0.28125,,0.692307692,,165,115,20,45,0.19
RF,280,2,side_effect_1,0,0.74970024,,0.74852071,,0.376237624,,0.633333333,,215,63,22,38,0.21
RF,280,2,side_effect_1,1,0.748859367,,0.836363636,,0.5,,0.481481481,,250,26,28,26,0.34
RF,280,2,side_effect_1,2,0.77016129,,0.719626168,,0.427350427,,0.684931507,,181,67,23,50,0.23
RF,280,2,side_effect_1,3,0.704542563,,0.665653495,,0.305970149,,0.706896552,,178,93,17,41,0.22
RF,280,2,side_effect_1,4,0.746754418,,0.715542522,,0.330357143,,0.627118644,,207,75,22,37,0.21
RF,280,3,side_effect_1,0,0.780283224,,0.816199377,,0.442857143,,0.607843137,,231,39,20,31,0.31
RF,280,3,side_effect_1,1,0.743781095,,0.747774481,,0.402173913,,0.552238806,,215,55,30,37,0.34
RF,280,3,side_effect_1,2,0.721299591,,0.707462687,,0.310344828,,0.666666667,,201,80,18,36,0.21
RF,280,3,side_effect_1,3,0.738192455,,0.681818182,,0.333333333,,0.721311475,,181,88,17,44,0.23
RF,280,3,side_effect_1,4,0.795694924,,0.735119048,,0.4296875,,0.774647887,,192,73,16,55,0.24
RF,280,4,side_effect_1,0,0.779441008,,0.719626168,,0.426086957,,0.671232877,,182,66,24,49,0.2
RF,280,4,side_effect_1,1,0.718169505,,0.613981763,,0.269736842,,0.719298246,,161,111,16,41,0.14
RF,280,4,side_effect_1,2,0.729683936,,0.688622754,,0.304,,0.690909091,,192,87,17,38,0.2
RF,280,4,side_effect_1,3,0.689729126,,0.694117647,,0.32231405,,0.639344262,,197,82,22,39,0.18
RF,280,4,side_effect_1,4,0.791858583,,0.656716418,,0.308724832,,0.793103448,,174,103,12,46,0.19
RF,280,5,side_effect_1,0,0.708894196,,0.564954683,,0.225433526,,0.795918367,,148,134,10,39,0.16
RF,280,5,side_effect_1,1,0.716620879,,0.683544304,,0.313559322,,0.660714286,,179,81,19,37,0.26
RF,280,5,side_effect_1,2,0.768814277,,0.67638484,,0.312056738,,0.75862069,,188,97,14,44,0.2
RF,280,5,side_effect_1,3,0.689368771,,0.601246106,,0.298136646,,0.761904762,,145,113,15,48,0.2
RF,280,5,side_effect_1,4,0.757288699,,0.643678161,,0.367816092,,0.820512821,,160,110,14,64,0.2
RF,280,6,side_effect_1,0,0.71146978,,0.807228916,,0.396551724,,0.442307692,,245,35,29,23,0.38
RF,280,6,side_effect_1,1,0.727929521,,0.658753709,,0.305555556,,0.745762712,,178,100,15,44,0.22
RF,280,6,side_effect_1,2,0.765700602,,0.665653495,,0.411392405,,0.792682927,,154,93,17,65,0.16
RF,280,6,side_effect_1,3,0.835203818,,0.817629179,,0.482758621,,0.736842105,,227,45,15,42,0.21
RF,280,6,side_effect_1,4,0.687083666,,0.496987952,,0.224390244,,0.851851852,,119,159,8,46,0.13
RF,280,7,side_effect_1,0,0.734646811,,0.70030581,,0.325,,0.696428571,,190,81,17,39,0.22
RF,280,7,side_effect_1,1,0.741042968,,0.701587302,,0.36440678,,0.693548387,,178,75,19,43,0.2
RF,280,7,side_effect_1,2,0.77548257,,0.789156627,,0.467532468,,0.553846154,,226,41,29,36,0.28
RF,280,7,side_effect_1,3,0.783986274,,0.69760479,,0.371428571,,0.8,,181,88,13,52,0.16
RF,280,7,side_effect_1,4,0.75596247,,0.584045584,,0.258064516,,0.857142857,,157,138,8,48,0.15
RF,280,8,side_effect_1,0,0.72538077,,0.857142857,,0.676470588,,0.37704918,,271,11,38,23,0.36
RF,280,8,side_effect_1,1,0.619261646,,0.649700599,,0.299212598,,0.575757576,,179,89,28,38,0.19
RF,280,8,side_effect_1,2,0.757482613,,0.756923077,,0.40625,,0.639344262,,207,57,22,39,0.27
RF,280,8,side_effect_1,3,0.741938508,,0.738170347,,0.401960784,,0.650793651,,193,61,22,41,0.19
RF,280,8,side_effect_1,4,0.796824666,,0.658823529,,0.299363057,,0.886792453,,177,110,6,47,0.18
RF,280,9,side_effect_1,0,0.748105843,,0.734693878,,0.373913043,,0.693548387,,209,72,19,43,0.21
RF,280,9,side_effect_1,1,0.788837708,,0.716814159,,0.338709677,,0.75,,201,82,14,42,0.16
RF,280,9,side_effect_1,2,0.694901753,,0.630769231,,0.280821918,,0.732142857,,164,105,15,41,0.19
RF,280,9,side_effect_1,3,0.800788288,,0.732484076,,0.459677419,,0.77027027,,173,67,17,57,0.22
RF,280,9,side_effect_1,4,0.724987335,,0.597633136,,0.26744186,,0.821428571,,156,126,10,46,0.15
LR,280,0,side_effect_1,0,0.64297631,,0.626470588,,0.346666667,,0.641975309,,161,98,29,52,0.15
LR,280,0,side_effect_1,1,0.692035862,,0.701257862,,0.32,,0.542372881,,191,68,27,32,0.14
LR,280,0,side_effect_1,2,0.648795311,,0.618012422,,0.246478873,,0.68627451,,164,107,16,35,0.15
LR,280,0,side_effect_1,3,0.780396666,,0.810810811,,0.407894737,,0.632653061,,239,45,18,31,0.29
LR,280,0,side_effect_1,4,0.800753546,,0.742774566,,0.4,,0.78125,,207,75,14,50,0.18
LR,280,1,side_effect_1,0,0.741825095,,0.654654655,,0.358490566,,0.814285714,,161,102,13,57,0.16
LR,280,1,side_effect_1,1,0.741990577,,0.690962099,,0.328358209,,0.733333333,,193,90,16,44,0.17
LR,280,1,side_effect_1,2,0.767951625,,0.545454545,,0.241935484,,0.918367347,,129,141,4,45,0.1
LR,280,1,side_effect_1,3,0.664645858,,0.725239617,,0.384615385,,0.441176471,,197,48,38,30,0.29
LR,280,1,side_effect_1,4,0.756295501,,0.586894587,,0.260869565,,0.842105263,,158,136,9,48,0.11
LR,280,2,side_effect_1,0,0.746225845,,0.829341317,,0.406779661,,0.52173913,,253,35,22,24,0.39
LR,280,2,side_effect_1,1,0.639652251,,0.398773006,,0.195020747,,0.959183673,,83,194,2,47,0.03
LR,280,2,side_effect_1,2,0.760270858,,0.628742515,,0.362573099,,0.805194805,,148,109,15,62,0.14
LR,280,2,side_effect_1,3,0.751765083,,0.689440994,,0.413043478,,0.75,,165,81,19,57,0.11
LR,280,2,side_effect_1,4,0.754853161,,0.763848397,,0.376237624,,0.678571429,,224,63,18,38,0.24
LR,280,3,side_effect_1,0,0.767061995,,0.692537313,,0.381294964,,0.757142857,,179,86,17,53,0.12
LR,280,3,side_effect_1,1,0.72975427,,0.672727273,,0.34351145,,0.671641791,,177,86,22,45,0.19
LR,280,3,side_effect_1,2,0.686308286,,0.546296296,,0.288659794,,0.861538462,,121,138,9,56,0.06
LR,280,3,side_effect_1,3,0.722297867,,0.639534884,,0.264900662,,0.754716981,,180,111,13,40,0.17
LR,280,3,side_effect_1,4,0.715759228,,0.659509202,,0.265151515,,0.714285714,,180,97,14,35,0.11
LR,280,4,side_effect_1,0,0.822161506,,0.779456193,,0.442307692,,0.754098361,,212,58,15,46,0.2
LR,280,4,side_effect_1,1,0.746789655,,0.705167173,,0.238938053,,0.710526316,,205,86,11,27,0.27
LR,280,4,side_effect_1,2,0.746837607,,0.686567164,,0.350746269,,0.723076923,,183,87,18,47,0.1
LR,280,4,side_effect_1,3,0.661928105,,0.688073394,,0.370689655,,0.597222222,,182,73,29,43,0.24
LR,280,4,side_effect_1,4,0.711239886,,0.715133531,,0.37037037,,0.588235294,,201,68,28,40,0.2
LR,280,5,side_effect_1,0,0.703422685,,0.619496855,,0.352201258,,0.756756757,,141,103,18,56,0.12
LR,280,5,side_effect_1,1,0.677794369,,0.80952381,,0.46875,,0.46875,,259,34,34,30,0.36
LR,280,5,side_effect_1,2,0.686885147,,0.782208589,,0.4375,,0.444444444,,227,36,35,28,0.34
LR,280,5,side_effect_1,3,0.702482702,,0.666666667,,0.25203252,,0.688888889,,181,92,14,31,0.2
LR,280,5,side_effect_1,4,0.664771338,,0.561764706,,0.25136612,,0.793103448,,145,137,12,46,0.09
LR,280,6,side_effect_1,0,0.737745098,,0.779456193,,0.358974359,,0.549019608,,230,50,23,28,0.26
LR,280,6,side_effect_1,1,0.680357599,,0.660714286,,0.357664234,,0.653333333,,173,88,26,49,0.11
LR,280,6,side_effect_1,2,0.732436568,,0.701587302,,0.351851852,,0.612903226,,183,70,24,38,0.18
LR,280,6,side_effect_1,3,0.703508772,,0.558208955,,0.227777778,,0.82,,146,139,9,41,0.1
LR,280,6,side_effect_1,4,0.716403162,,0.771929825,,0.425,,0.515151515,,230,46,32,34,0.3
LR,280,7,side_effect_1,0,0.727446218,,0.68902439,,0.35483871,,0.666666667,,182,80,22,44,0.12
LR,280,7,side_effect_1,1,0.78209755,,0.668711656,,0.386075949,,0.847222222,,157,97,11,61,0.1
LR,280,7,side_effect_1,2,0.659425475,,0.636363636,,0.331125828,,0.684931507,,167,101,23,50,0.14
LR,280,7,side_effect_1,3,0.646279762,,0.576219512,,0.206451613,,0.666666667,,157,123,16,32,0.1
LR,280,7,side_effect_1,4,0.749599084,,0.75,,0.310679612,,0.711111111,,220,71,13,32,0.25
LR,280,8,side_effect_1,0,0.746240602,,0.824840764,,0.440677966,,0.541666667,,233,33,22,26,0.35
LR,280,8,side_effect_1,1,0.762903226,,0.728613569,,0.357142857,,0.666666667,,207,72,20,40,0.14
LR,280,8,side_effect_1,2,0.710141564,,0.508823529,,0.255813953,,0.887096774,,118,160,7,55,0.09
LR,280,8,side_effect_1,3,0.749858645,,0.738019169,,0.460784314,,0.635135135,,184,55,27,47,0.24
LR,280,8,side_effect_1,4,0.744596132,,0.626062323,,0.285714286,,0.8,,173,120,12,48,0.19
LR,280,9,side_effect_1,0,0.785723039,,0.713855422,,0.36,,0.75,,192,80,15,45,0.18
LR,280,9,side_effect_1,1,0.772358528,,0.704678363,,0.406015038,,0.710526316,,187,79,22,54,0.18
LR,280,9,side_effect_1,2,0.674180655,,0.495356037,,0.195876289,,0.844444444,,122,156,7,38,0.09
LR,280,9,side_effect_1,3,0.64171123,,0.43373494,,0.26,,0.955882353,,79,185,3,65,0.08
LR,280,9,side_effect_1,4,0.749553719,,0.742424242,,0.358490566,,0.690909091,,207,68,17,38,0.3
Adaboost,280,0,side_effect_1,0,0.708506944,,0.571856287,,0.281767956,,0.796875,,140,130,13,51,0.47
Adaboost,280,0,side_effect_1,1,0.717049743,,0.6625,,0.294573643,,0.690909091,,174,91,17,38,0.48
Adaboost,280,0,side_effect_1,2,0.662026862,,0.649842271,,0.3203125,,0.630769231,,165,87,24,41,0.48
Adaboost,280,0,side_effect_1,3,0.75424854,,0.590769231,,0.277456647,,0.857142857,,144,125,8,48,0.48
Adaboost,280,0,side_effect_1,4,0.591502926,,0.732782369,,0.291139241,,0.359375,,243,56,41,23,0.49
Adaboost,280,1,side_effect_1,0,0.709391001,,0.609970674,,0.301204819,,0.746268657,,158,116,17,50,0.48
Adaboost,280,1,side_effect_1,1,0.712757054,,0.624203822,,0.331081081,,0.720588235,,147,99,19,49,0.48
Adaboost,280,1,side_effect_1,2,0.581423611,,0.74137931,,0.307692308,,0.4,,234,54,36,24,0.49
Adaboost,280,1,side_effect_1,3,0.547346966,,0.746835443,,0.310344828,,0.310344828,,218,40,40,18,0.5
Adaboost,280,1,side_effect_1,4,0.670432187,,0.711764706,,0.27184466,,0.549019608,,214,75,23,28,0.48
Adaboost,280,2,side_effect_1,0,0.651741294,,0.622754491,,0.294520548,,0.651515152,,165,103,23,43,0.48
Adaboost,280,2,side_effect_1,1,0.675096031,,0.621451104,,0.167938931,,0.666666667,,175,109,11,22,0.48
Adaboost,280,2,side_effect_1,2,0.743448637,,0.75074184,,0.436170213,,0.569444444,,212,53,31,41,0.49
Adaboost,280,2,side_effect_1,3,0.736016043,,0.793002915,,0.479452055,,0.514705882,,237,38,33,35,0.49
Adaboost,280,2,side_effect_1,4,0.698332846,,0.615853659,,0.305732484,,0.738461538,,154,109,17,48,0.47
Adaboost,280,3,side_effect_1,0,0.692790354,,0.716981132,,0.367346939,,0.5625,,192,62,28,36,0.49
Adaboost,280,3,side_effect_1,1,0.751498957,,0.7,,0.316239316,,0.660714286,,194,80,19,37,0.48
Adaboost,280,3,side_effect_1,2,0.672194688,,0.529780564,,0.274111675,,0.885245902,,115,143,7,54,0.47
Adaboost,280,3,side_effect_1,3,0.60948668,,0.843657817,,0.517241379,,0.277777778,,271,14,39,15,0.51
Adaboost,280,3,side_effect_1,4,0.662635232,,0.78470255,,0.440677966,,0.376811594,,251,33,43,26,0.5
Adaboost,280,4,side_effect_1,0,0.669124396,,0.553571429,,0.25136612,,0.779661017,,140,137,13,46,0.46
Adaboost,280,4,side_effect_1,1,0.602460801,,0.337313433,,0.172932331,,0.958333333,,67,220,2,46,0.31
Adaboost,280,4,side_effect_1,2,0.712707665,,0.672077922,,0.383333333,,0.630136986,,161,74,27,46,0.48
Adaboost,280,4,side_effect_1,3,0.725919913,,0.646706587,,0.335616438,,0.7,,167,97,21,49,0.48
Adaboost,280,4,side_effect_1,4,0.657914764,,0.520231214,,0.208333333,,0.740740741,,140,152,14,40,0.47
